object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
443125877,W30136-5909,"urn-3:FHCL:36744468, urn-3:HUL.DRS.OBJECT:36744467",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:19:37.512Z,,batchW30136-1,348732,2018-05-08T12:19:37.0Z,FHCL.COLL_batchW30136-1_20180408_231109,942,,"mkhyen-brtse on the history of the dharma, gangs can bod kyi yul du byon pa'i gsang sngags gsar rnying gi gdan rabs mdor bsdus ngo mtshar pad+mo'i dga' tshal, Khentse-brtse on history",Tibetan Buddhist Resource Center,72961372
443126317,W30139-5914,"urn-3:FHCL:36744466, urn-3:HUL.DRS.OBJECT:36744465",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:19:34.509Z,,batchW30139-1,348731,2018-05-08T12:19:34.0Z,FHCL.COLL_batchW30139-1_20180408_231431,368,,"man nag zab mo kun gyi snying khu bsdus pa dar mo sman rams pa'i gdams ngag bka' rgya ma, མན་ནག་ཟབ་མོ་ཀུན་གྱི་སྙིང་ཁུ་བསྡུས་པ་དར་མོ་སྨན་རམས་པའི་གདམས་ངག་བཀའ་རྒྱ་མ།, dar mo bka' rgya ma/ (sde dge par ma/), a collection of profound instructions on the methods and rituals of tibetan healing",Tibetan Buddhist Resource Center,34351312
443127191,W30139-5915,"urn-3:FHCL:36744495, urn-3:HUL.DRS.OBJECT:36744494",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:20:00.277Z,,batchW30139-1,348731,2018-05-08T12:19:34.0Z,FHCL.COLL_batchW30139-1_20180408_231431,362,,"man nag zab mo kun gyi snying khu bsdus pa dar mo sman rams pa'i gdams ngag bka' rgya ma, མན་ནག་ཟབ་མོ་ཀུན་གྱི་སྙིང་ཁུ་བསྡུས་པ་དར་མོ་སྨན་རམས་པའི་གདམས་ངག་བཀའ་རྒྱ་མ།, dar mo bka' rgya ma/ (sde dge par ma/), a collection of profound instructions on the methods and rituals of tibetan healing",Tibetan Buddhist Resource Center,33739234
443127555,W30140-5916,"urn-3:FHCL:36744507, urn-3:HUL.DRS.OBJECT:36744506",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:20:15.235Z,,batchW30140-1,348733,2018-05-08T12:20:15.0Z,FHCL.COLL_batchW30140-1_20180408_231712,544,,"commentaries on the rtsa rgyud, bsad rgyud, and phyi ma rgyud (three of the four medical tantras), rgyud bzhi'i 'grel pa, Commentaries on the Rtsa rgyud, Bśad rgyud, and Phyi ma rgyrud (three of the four medical tantras) /by Goṅ-sman Dkon-mchog-bde-legs",Tibetan Buddhist Resource Center,34928744
443128953,W30143-5922,"urn-3:FHCL:36744513, urn-3:HUL.DRS.OBJECT:36744512",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:20:55.410Z,,batchW30143-1,348736,2018-05-08T12:20:55.0Z,FHCL.COLL_batchW30143-1_20180408_232226,122,,"nus pa rkyang sel gyi sman ngo gsal byed instructions for recognizing various medicinal plants according to the methods taught by si-tu pan-chen chos-kyi-'byun-gnas (1700-17740, ནུས་པ་རྐྱང་སེལ་གྱི་སྨན་ངོ་གསལ་བྱེད, instructions for recognizing various medicinal plants according to the methods taught by si-tu pan-chen chos-kyi-'byun-gnas (1700-17740",Tibetan Buddhist Resource Center,8826122
443129077,W30144-5924,"urn-3:FHCL:36744515, urn-3:HUL.DRS.OBJECT:36744514",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:20:55.513Z,,batchW30144-1,348737,2018-05-08T12:20:55.0Z,FHCL.COLL_batchW30144-1_20180408_232318,128,,"srid gsum gtsug rgyan si tu chos kyi 'byung gnas kyi zhal lung dngul chu btso chen ril bu'i sbyor sde zab bdun bdud rtsi'i thig le instructions for the preparation of mercury pellets according to the teachings of the great si-tu pan-chen chos-kyi-'byun-gnas, སྲིད་གསུམ་གཙུག་རྒྱན་སི་ཏུ་ཆོས་ཀྱི་འབྱུང་གནས་ཀྱི་ཞལ་ལུང་དངུལ་ཆུ་བཙོ་ཆེན་རིལ་བུའི་སྦྱོར་སྡེ་ཟབ་བདུན་བདུད་རྩིའི་ཐིག་ལེ, instructions for the preparation of mercury pellets according to the teachings of the great si-tu pan-chen chos-kyi-'byun-gnas",Tibetan Buddhist Resource Center,2109380
443129781,W30148-5927,"urn-3:FHCL:36744517, urn-3:HUL.DRS.OBJECT:36744516",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:21:14.381Z,,batchW30148-1,348738,2018-05-08T12:21:14.0Z,FHCL.COLL_batchW30148-1_20180408_233009,322,,"'od gsal rin chen snying po pad+ma las 'brel rtsal gyi rtogs brjod ngo mtshar sgyu ma'i rol gar the autobiographical reminiscences of ngag-dbang-dpal-bzang, late abbot of kah-thog monastery, འོད་གསལ་རིན་ཆེན་སྙིང་པོ་པདྨ་ལས་འབྲེལ་རྩལ་གྱི་རྟོགས་བརྗོད་ངོ་མཚར་སྒྱུ་མའི་རོལ་གར, the autobiographical reminiscences of ngag-dbang-dpal-bzang, late abbot of kah-thog monastery, autobiography of ngag-dbang-dpal-bzang, abbot of kah-thog monastery, The autobiographical reminiscences of Ngag-dbang-dpal-bzang, late abbot of Kaḥ-thog Monastery /critically edited from three original Tibetan texts by Bya-bral Sangs-rgyas-rdo-rje ; with an English preface by E. Gene Smith",Tibetan Buddhist Resource Center,26141976
443130105,W30149-I2MS8654,"urn-3:FHCL:36744521, urn-3:HUL.DRS.OBJECT:36744520",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:21:18.634Z,,batchW30149-1,348740,2018-05-08T12:21:18.0Z,FHCL.COLL_batchW30149-1_20180408_233229,462,,"lam 'bras po ti dmar ma an exegesis of lam 'bras and its root text, the rdo rje'i tshig rkan, ལམ་འབྲས་པོ་ཏི་དམར་མ, an exegesis of lam 'bras and its root text, the rdo rje'i tshig rkan, lam 'bras pod dmar ma",Tibetan Buddhist Resource Center,23999019
443130569,W30154-5944,"urn-3:FHCL:36744523, urn-3:HUL.DRS.OBJECT:36744522",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:21:27.187Z,,batchW30154-1,348741,2018-05-08T12:21:27.0Z,FHCL.COLL_batchW30154-1_20180408_233500,482,,"thams cad mkhyen pa ngag dbang chos grags dpal bzang po'i rnam par thar pa phul du byung ba'i mdzad pa bzang po'i gtam snyan lha'i tambu ra'i rgyud kyi sgra dbyangs, ཐམས་ཅད་མཁྱེན་པ་ངག་དབང་ཆོས་གྲགས་དཔལ་བཟང་པོའི་རྣམ་པར་ཐར་པ་ཕུལ་དུ་བྱུང་བའི་མཛད་པ་བཟང་པོའི་གཏམ་སྙན་ལྷའི་ཏམབུ་རའི་རྒྱུད་ཀྱི་སྒྲ་དབྱངས།, tshangs dbyangs rgya mtsho'i gsang ba'i rnam thar sogs, bla ma'i rnam thar gyi rim pa 'jam dpal bstan pa'i mdzes rgyan, the secret biography of the sixth dalai lama together with rong po grub chen's collection of biographies of eminent gelukpa masters, The secret biography of the Sixth Dalai Lama Tshangs-dbyangs-rgya-mtsho :being the text of Thams cad mkhyen pa Ngag dbang chos grags dpal bzang po'i rnam par thar pa phul du byung ba'i mdzad pa bzang po'i gtan snyan lha'i tambu ra'i rgyud kyi sgra dbyangs /by Dar-rgyas No-mon-han Lhun-grub-dar-rgyas ; together with a collection of biographies of eminent Gelukpa masters / by Rong-Po Grub-chen Skal-ldan-rgya-mtsho",Tibetan Buddhist Resource Center,55856288
443131053,W30155-6477,"urn-3:FHCL:36744525, urn-3:HUL.DRS.OBJECT:36744524",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:21:34.741Z,,batchW30155-1,348742,2018-05-08T12:21:34.0Z,FHCL.COLL_batchW30155-1_20180408_233832,736,,"blo bzang thub bstan dbang phyug 'jigs med rgya mtsho dge legs rab rgyas kyi rnam thar dad pa'i pad tshal bzhad pa'i nyi 'od, བློ་བཟང་ཐུབ་བསྟན་དབང་ཕྱུག་འཇིགས་མེད་རྒྱ་མཚོ་དགེ་ལེགས་རབ་རྒྱས་ཀྱི་རྣམ་ཐར་དད་པའི་པད་ཚལ་བཞད་པའི་ཉི་འོད།, biography of jibcundampa iv, Biography of Jibcundampa IV /[Blo-bzaṅ-dpal-ldan-bstan-paʾi-ñi-ma-phyogs-las-rnam-rgyal]",Tibetan Buddhist Resource Center,74822072
443131791,W30156-5945,"urn-3:FHCL:36744527, urn-3:HUL.DRS.OBJECT:36744526",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:21:44.342Z,,batchW30156-1,348743,2018-05-08T12:21:44.0Z,FHCL.COLL_batchW30156-1_20180408_234047,444,,"dus gsum rgyal ba kun gyi spyi gzugs bka' drin gsum ldan rje btsun bla ma thams cad mkhyen pa d+har+ma b+ha dra dpal bzang po'i rnam par thar pa zhwa ser bstan pa'i mdzes rgyan the life of dngul-chu dharmabhadra, དུས་གསུམ་རྒྱལ་བ་ཀུན་གྱི་སྤྱི་གཟུགས་བཀའ་དྲིན་གསུམ་ལྡན་རྗེ་བཙུན་བླ་མ་ཐམས་ཅད་མཁྱེན་པ་དྷརྨ་བྷ་དྲ་དཔལ་བཟང་པོའི་རྣམ་པར་ཐར་པ་ཞྭ་སེར་བསྟན་པའི་མཛེས་རྒྱན, the life of dngul-chu dharmabhadra, The life of Dngul-chu Dharmabhadra :being the text of dus gsum rgyal ba kun gyi spyi gzugs bkaʾ drin gsum ldan rje btsun bla ma thams cad mkhyen pa dharma bha dra Dpal bzang poʾi rnam par thar pa zhwa ser bstan paʾi mdzes rgyan /by Dbyangs-Can-Grub-PaʾI-Rdo-Rje ; edited and reproduced ... by Ngawang Gelek Demo",Tibetan Buddhist Resource Center,40746832
443132237,W30158-5947,"urn-3:FHCL:36744643, urn-3:HUL.DRS.OBJECT:36744642",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:22:27.309Z,,batchW30158-1,348746,2018-05-08T12:22:27.0Z,FHCL.COLL_batchW30158-1_20180408_234627,700,,"khyab bdag 'khor lo'i mgon po mkhas grub 'jigs med nam mkha'i rnam thar dad brgya'i rma bya rnam par rtse ba the biography of khyun-sprul 'jigs-med-nam-mkha'i-rdo-rje, ཁྱབ་བདག་འཁོར་ལོའི་མགོན་པོ་མཁས་གྲུབ་འཇིགས་མེད་ནམ་མཁའི་རྣམ་ཐར་དད་བརྒྱའི་རྨ་བྱ་རྣམ་པར་རྩེ་བ, the biography of khyun-sprul 'jigs-med-nam-mkha'i-rdo-rje, being the text of ""khyab bdag 'khor lo'i mgon po mkhas grub 'jigs med nam mkha'i rnam thar dad brgya'i rma bya rnam par rtse ba"", The biography of Khyuṅ-sprul ʼJigs-med-nam-mkhaʼi-rdo-rje :being the text of ""Khyab bdag ʼkhor loʼi mgon po mkhas grub ʼJigs med nam mkhaʼi rnam thar dad brgyaʼi rma bya rnam par rtse ba"" /written by the late Dpal-ldan-tshul-khrims ; together with the Źal gdams and Ñams mgur of Khyuṅ-sprul",Tibetan Buddhist Resource Center,57841312
443132939,W30158-5950,"urn-3:FHCL:36746079, urn-3:HUL.DRS.OBJECT:36746077",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:23:13.673Z,,batchW30158-1,348746,2018-05-08T12:22:27.0Z,FHCL.COLL_batchW30158-1_20180408_234627,600,,"khyab bdag 'khor lo'i mgon po mkhas grub 'jigs med nam mkha'i rnam thar dad brgya'i rma bya rnam par rtse ba the biography of khyun-sprul 'jigs-med-nam-mkha'i-rdo-rje, ཁྱབ་བདག་འཁོར་ལོའི་མགོན་པོ་མཁས་གྲུབ་འཇིགས་མེད་ནམ་མཁའི་རྣམ་ཐར་དད་བརྒྱའི་རྨ་བྱ་རྣམ་པར་རྩེ་བ, the biography of khyun-sprul 'jigs-med-nam-mkha'i-rdo-rje, being the text of ""khyab bdag 'khor lo'i mgon po mkhas grub 'jigs med nam mkha'i rnam thar dad brgya'i rma bya rnam par rtse ba"", The biography of Khyuṅ-sprul ʼJigs-med-nam-mkhaʼi-rdo-rje :being the text of ""Khyab bdag ʼkhor loʼi mgon po mkhas grub ʼJigs med nam mkhaʼi rnam thar dad brgyaʼi rma bya rnam par rtse ba"" /written by the late Dpal-ldan-tshul-khrims ; together with the Źal gdams and Ñams mgur of Khyuṅ-sprul",Tibetan Buddhist Resource Center,50600688
443133541,W30163-I1KG10206,"urn-3:FHCL:36744529, urn-3:HUL.DRS.OBJECT:36744528",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:22:21.147Z,,batchW30163-1,348744,2018-05-08T12:22:20.0Z,FHCL.COLL_batchW30163-1_20180408_235536,880,,"gling ge sar skyes bu'i rnam thar las dbus 'chi bdag cham la phab pa'i lo rgyus an episode from the legend of the mighty gesar of ling, གླིང་གེ་སར་སྐྱེས་བུའི་རྣམ་ཐར་ལས་དབུས་འཆི་བདག་ཆམ་ལ་ཕབ་པའི་ལོ་རྒྱུས།, dbus 'chi bdag cham la phab pa'i lo rgyus thos grol chen mo, glin ge sar skyes bu'i rnam thar las dbus 'chi dag cham la phab pa'i lo rgyus, an episode from the legend of the mighty gesar of ling, gling ge sar skyes bu'i rnam thar skyes po snying gi dga' tshul pad+mo dga' ba'i 'dzum zer dbus bdud 'chi bdag cham la phab cing chos kyi rdzong chen 'debs pa'i lo rgyus thos grol chen po, Gliṅ Ge sar skyes buʾi rnam thar las Dbus ʾchi bdag cham la phab paʾi lo rgyus :an episode from the legend of the mighty Gesar of Ling /by Ven. Khenpo Kalu (Karma-raṅ-byuṅ-kun-khyab-phrin-las)",Tibetan Buddhist Resource Center,115801525
443134423,W30164-I1KG1134,"urn-3:FHCL:36744632, urn-3:HUL.DRS.OBJECT:36744631",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:22:26.946Z,,batchW30164-1,348745,2018-05-08T12:22:26.0Z,FHCL.COLL_batchW30164-1_20180408_235942,823,,"ngag dbang rnam rgyal gyi rnam thar rgyas pa chos kyi sprin chen po'i dbyangs the detailed biography of the first zabs-drun rin-po-che of bhutan, nag-dban-rnam-rgyal (nag-dban-bdud-'joms-rdo-rje), ངག་དབང་རྣམ་རྒྱལ་གྱི་རྣམ་ཐར་རྒྱས་པ་ཆོས་ཀྱི་སྤྲིན་ཆེན་པོའི་དབྱངས, dpal 'brug pa rin po che ngag dbang rnam rgyal gyi rnam thar rgyas pa chos kyi sprin chen po'i dbyangs, the detailed biography of the first zabs-drun rin-po-che of bhutan, nag-dban-rnam-rgyal (nag-dban-bdud-'joms-rdo-rje), biography of the first zabs-drun, Dpal ʾBrug pa Rin po che Ṅag dbaṅ rnam rgyal gyi rnam thar rgyas pa Chos kyi sprin chen poʾi dbyaṅs :the detailed biography of the First Źabs-druṅ Rin-po-che of Bhutan, Ṅag-dbaṅ-rnam-rgyal (Ṅag-dbaṅ-bdud-ʾjoms-rdo-rje) /by Gtsaṅ Mkhan-chen ʾJam-dbyaṅs Dpal-ldan-rgya-mtsho",Tibetan Buddhist Resource Center,88733747
443135248,W30165-5951,"urn-3:FHCL:36744864, urn-3:HUL.DRS.OBJECT:36744862",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:22:33.55Z,,batchW30165-1,348747,2018-05-08T12:22:32.0Z,FHCL.COLL_batchW30165-1_20180409_000352,876,,"lha rigs rlans kyi rnam thar a detailed account of the rlans lineage of phag-mo-gru-pa rulers, incorporating versions of the rlans po ti bse ru and the si tu'i bka' chems of si-tu byan-chub-rgyal-mtshan, lha rigs rlangs kyi rnam thar, bka' chems deb ther, rlangs po ti bse ru, a detailed account of the rlans lineage of phag-mo-gru-pa rulers, incorporating versions of the rlans po ti bse ru and the si tu'i bka' chems of si-tu byan-chub-rgyal-mtshan, Lha rigs Rlaṅs kyi rnam thar :a detailed account of the Rlaṅs lineage of Phag-mo-gru-pa rulers of Tibet. Incorporating versions of the ""Rlaṅs po ti bse ru"" and the ""Si tuʾi bkaʾ chems"" of Si-tu Byaṅ-chub-rgyal-mtshan",Tibetan Buddhist Resource Center,44939960
443136126,W30166-5952,"urn-3:FHCL:36746242, urn-3:HUL.DRS.OBJECT:36746241",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:23:32.296Z,,batchW30166-1,348748,2018-05-08T12:23:32.0Z,FHCL.COLL_batchW30166-1_20180409_000540,330,,"dge slong ngag dbang lo bzang tshul khrims gyi spyod tshul drang por brjod pa myong snang 'khrul pa'i zlos gar gyi kha skong a continuation of the autobiograpy of sel-dkar bka'-'gyur bla ma, དགེ་སློང་ངག་དབང་ལོ་བཟང་ཚུལ་ཁྲིམས་གྱི་སྤྱོད་ཚུལ་དྲང་པོར་བརྗོད་པ་མྱོང་སྣང་འཁྲུལ་པའི་ཟློས་གར་གྱི་ཁ་སྐོང, a continuation of the autobiograpy of sel-dkar bka'-'gyur bla ma, last years of sel-dkar bka'-'gyur bla-ma, la stod sel dkar rdzong 'og ding ri ba chos kyi rgyal mtshan nas rgyal ba'i gsung rab zab mo par bskrun zhus pa'i dkar chag dad ldan thar lam 'dren pa'i shing rta, an account of the career of a tibetan master block carver din-ri-ba chos-kyi-rgyal-mtshan, Dge-sloṅ Ṅag-dbaṅ-blo-bzaṅ-bstan-ʼdzin-tshul-khrims-rgyal-mtshan gyi spyod tshul draṅ por brjod pa myoṅ snaṅ ʼkhrul paʼi zlos gar gyi kha skoṅ :a continuation of the autobiography of Śel-dkar Bkaʼ-ʼgyur Bla-ma /edited by Chu-bzaṅ Sprul-sku Blo-bzaṅ-saṅs-rgyas-bstan-paʼi-sgron-me. Together with La-stod Śel-dkar Rdzoṅ-ʼog Diṅ-ri-ba Chos-kyi-rgyal-mtshan nas rgyal baʼi gsuṅ rab zab mo par bskrun zhus paʼi dkar chag dad ldan thar lam ʼdren paʼi śiṅ rta : an account of the career of a Tibetan master block carver Diṅ-ri-ba Chos-kyi-rgyal-mtshan",Tibetan Buddhist Resource Center,36082428
443136458,W30167-5953,"urn-3:FHCL:36746244, urn-3:HUL.DRS.OBJECT:36746243",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:23:36.570Z,,batchW30167-1,348749,2018-05-08T12:23:36.0Z,FHCL.COLL_batchW30167-1_20180409_000757,428,,"grub thob brgyad bcu rtsa bzhi'i chos skor four texts concerning the cult of the 84 mahasiddhas from the library of the ven. a-pho rin-po-che, གྲུབ་ཐོབ་བརྒྱད་བཅུ་རྩ་བཞིའི་ཆོས་སྐོར, four texts concerning the cult of the 84 mahasiddhas from the library of the ven. a-pho rin-po-che, Grub thob brgyad bcu rtsa bźiʾi chos skor :four texts concerning the cult of the 84 Mahasiddhas from the library of the Ven. A-pho Rin-po-che",Tibetan Buddhist Resource Center,31317764
443136888,W30168-6112,"urn-3:FHCL:36746246, urn-3:HUL.DRS.OBJECT:36746245",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:23:40.320Z,,batchW30168-1,348750,2018-05-08T12:23:40.0Z,FHCL.COLL_batchW30168-1_20180409_001055,600,,"the biography chos rje ses rab 'byun gnas (b. 1689), chos rje shes rab 'byung gnas dang / sde srid bcu pa mi pham dbang po'i rtogs brjod/ grub dbang pad dkar lhun grub kyi gsung rang gzhan dge bskul gyi gtam rnams phyogs gcig tu bsgrigs pa rna ba'i bcud len, mtshungs med 'gro ba'i bla ma chos rje shes rab 'byung gnas dang / sde srid bcu pa mi pham dbang po'i rtogs brjod/ grub dbang pad dkar lhun grub kyi gsung rang gzhan dge bskul gyi gtam phyogs gcig tu bsgrigs pa rna ba'i bcud len bcas",Tibetan Buddhist Resource Center,46083124
443137490,W30169-6119,"urn-3:FHCL:36746248, urn-3:HUL.DRS.OBJECT:36746247",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:24:00.778Z,,batchW30169-1,348751,2018-05-08T12:24:00.0Z,FHCL.COLL_batchW30169-1_20180409_001304,460,,"mkhan chen gnyis pa bsod nams 'od zer gyi rnam thar dang byang chub sems dpa' kun dga' rgyal mtshan gyi rtogs brjod ngag dbang pad dkar gyi rtogs brjod drang srong dgyes pa'i glu dbyangs, མཁན་ཆེན་གཉིས་པ་བསོད་ནམས་འོད་ཟེར་གྱི་རྣམ་ཐར་དང་བྱང་ཆུབ་སེམས་དཔའ་ཀུན་དགའ་རྒྱལ་མཚན་གྱི་རྟོགས་བརྗོད་ངག་དབང་པད་དཀར་གྱི་རྟོགས་བརྗོད་དྲང་སྲོང་དགྱེས་པའི་གླུ་དབྱངས།, mkhan chen gnyis pa bsod nams 'od zer gyi rnam thar dang / byang chub sems dpa' kun dga' rgyal mtshan gyi rtogs brjod/ ngag dbang pad dkar gyi rtogs brjod drang srong dgyes pa'i glu dbyangs, the lives of three bhutanese religious masters",Tibetan Buddhist Resource Center,40689748
443137952,W30170-5954,"urn-3:FHCL:36746250, urn-3:HUL.DRS.OBJECT:36746249",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T12:24:10.372Z,,batchW30170-1,348752,2018-05-08T12:24:10.0Z,FHCL.COLL_batchW30170-1_20180409_001608,652,,"the autobiography of 'ja'-tshon-snin-po, rig 'dzin 'ja' tshon snying po'i rnam thar sprul pa bdun skor dang phyi nang gsang ba'i rnam thar, gter 'byung gi rim pa, zhal gdams, rnam thar nyung bsdus, zhal chems bcas, rig 'dzin 'ja' tshon snying po'i rnam thar sprul pa bdun skor, The autobiography of ʾJaʾ-tshon-sñiṅ-po",Tibetan Buddhist Resource Center,41958356
443152449,W30142-5921,"urn-3:FHCL:36748427, urn-3:HUL.DRS.OBJECT:36748426",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T16:33:23.152Z,,batchW30142-1,349677,2018-05-08T16:33:22.0Z,FHCL.COLL_batchW30142-1_20180408_232136,218,,"three tibetan instructions on acupuncture and moxibustion, sna tshogs man ngag nyer lnga brgya rtsa 'chi med bdud rtsi shel dkar phreng ba sogs",Tibetan Buddhist Resource Center,12422446
443152669,W30367-I1KG10302,"urn-3:FHCL:36748431, urn-3:HUL.DRS.OBJECT:36748430",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T16:33:31.70Z,,batchW30367-1,349679,2018-05-08T16:33:31.0Z,FHCL.COLL_batchW30367-1_20180409_034807,388,,"drang ba dang nges pa'i don rnam par 'byed pa'i bstan bcos legs bshad snying po dang rten 'brel bstod pa bcas, དྲང་བ་དང་ངེས་པའི་དོན་རྣམ་པར་འབྱེད་པའི་བསྟན་བཅོས་ལེགས་བཤད་སྙིང་པོ་དང་རྟེན་འབྲེལ་བསྟོད་པ་བཅས།, drang nges legs bshad snying po",Tibetan Buddhist Resource Center,50809628
443153059,W30146-5925,"urn-3:FHCL:36748429, urn-3:HUL.DRS.OBJECT:36748428",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T16:33:28.454Z,,batchW30146-1,349678,2018-05-08T16:33:28.0Z,FHCL.COLL_batchW30146-1_20180408_232609,572,,"gangs shug ma Ni lo chen rig 'dzin chos nyid bzang mo'i rnam par thar pa rnam mkhyen bde ster the autobiographical reminiscences of the famed religious master and reembodiment of klon-chen-pa, sug-gseb rje-btsun rig-'dzin-chos-nid-bzan-mo, གངས་ཤུག་མ་ཎི་ལོ་ཆེན་རིག་འཛིན་ཆོས་ཉིད་བཟང་མོའི་རྣམ་པར་ཐར་པ་རྣམ་མཁྱེན་བདེ་སྟེར, the autobiographical reminiscences of the famed religious master and reembodiment of klon-chen-pa, sug-gseb rje-btsun rig-'dzin-chos-nid-bzan-mo, Gaṅs Śug Ma ṇi Lo chen Rig ʾdzin Chos ñid bzaṅ moʾi rnam par thar pa Rnam mkhyen bde ster :the autobiographical reminiscences of the famed religious master and reembodiment of Kloṅ-chen-pa, Śug-gseb Rje-btsun Rig-ʾdzin-chos-ñid-bzaṅ-mo",Tibetan Buddhist Resource Center,41854748
443153633,W30141-5919,"urn-3:FHCL:36748468, urn-3:HUL.DRS.OBJECT:36748466",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T16:33:32.429Z,,batchW30141-1,349680,2018-05-08T16:33:32.0Z,FHCL.COLL_batchW30141-1_20180408_232021,630,,"rgyud bzhi (lho 'brug par ma) a reproduction set prints impressions from the u rgyan sbas yul bum thang and dbang 'dus pho brang blocks from bhutan, རྒྱུད་བཞི ༼ལྷོ་འབྲུག་པར་མ༽, a reproduction set prints impressions from the u rgyan sbas yul bum thang and dbang 'dus pho brang blocks from bhutan",Tibetan Buddhist Resource Center,187572848
443167311,W2DB4593-I1PD28034,"urn-3:FHCL:36748823, urn-3:HUL.DRS.OBJECT:36748822",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T16:34:21.741Z,,batchW2DB4593-1,349681,2018-05-08T16:34:21.0Z,FHCL.COLL_batchW2DB4593-1_20180409_063420,676,,"nags klong khu byug 'du gnas, ནགས་ཀློང་ཁུ་བྱུག་འདུ་གནས, lin hai ju du juan",Tibetan Buddhist Resource Center,798408674
443167989,W2DB4589-I1KG16219,"urn-3:FHCL:36749755, urn-3:HUL.DRS.OBJECT:36749754",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-05-08T16:35:47.754Z,,batchW2DB4589-1,349683,2018-05-08T16:35:48.0Z,FHCL.COLL_batchW2DB4589-1_20180409_063028,2,,"gsung 'bum/_dge 'dun bstan pa dar rgyas, གསུང་འབུམ། དགེ་འདུན་བསྟན་པ་དར་རྒྱས།, rje mkhas mchog dge 'dun bstan pa dar rgyas kyi gsung 'bum",Tibetan Buddhist Resource Center,16944
