file_id_num,file_huldrsadmin_ownerSuppliedName_string,file_huldrsadmin_uri_string_sort,file_huldrsadmin_accessFlag_string,file_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,file_premis_format_string,file_mets_mimetype_string,file_huldrsadmin_insertionDate_date,file_huldrsadmin_suppliedFilename_string,file_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,file_huldrsadmin_adminFlagType_string_sort,object_mets_type_string,object_huldrsadmin_producer_string_sort,file_huldrsadmin_producer_string_sort,file_premis_size_num
459418428,W28860-Outline,urn-3:FHCL:37611517,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:04.641Z,W28860-Outline--W28860-Outline.ttl,,outlineW28860-Outline,611767,2018-10-11T18:31:02.0Z,FHCL.COLL_outlineW28860-Outline_20181010_162243,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,33520
459418431,W29194-Outline,urn-3:FHCL:37611525,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:06.50Z,W29194-Outline--W29194-Outline.ttl,,outlineW29194-Outline,611769,2018-10-11T18:31:06.0Z,FHCL.COLL_outlineW29194-Outline_20181011_104159,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,139787
459418434,W29227-Outline,urn-3:FHCL:37611526,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:06.167Z,W29227-Outline--W29227-Outline.ttl,,outlineW29227-Outline,611770,2018-10-11T18:31:06.0Z,FHCL.COLL_outlineW29227-Outline_20181011_115253,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,353050
459418437,W29018-Outline,urn-3:FHCL:37611530,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:06.704Z,W29018-Outline--W29018-Outline.ttl,,outlineW29018-Outline,611771,2018-10-11T18:31:06.0Z,FHCL.COLL_outlineW29018-Outline_20181010_163402,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,133218
459418440,W29195-Outline,urn-3:FHCL:37611529,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:06.669Z,W29195-Outline--W29195-Outline.ttl,,outlineW29195-Outline,611772,2018-10-11T18:31:06.0Z,FHCL.COLL_outlineW29195-Outline_20181011_113833,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,416637
459418443,W21512-Outline,urn-3:FHCL:37611534,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:07.500Z,W21512-Outline--W21512-Outline.ttl,,outlineW21512-Outline,611773,2018-10-11T18:31:07.0Z,FHCL.COLL_outlineW21512-Outline_20181010_181514,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,91558
459418446,W21693-Outline,urn-3:FHCL:37611536,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:07.691Z,W21693-Outline--W21693-Outline.ttl,,outlineW21693-Outline,611774,2018-10-11T18:31:07.0Z,FHCL.COLL_outlineW21693-Outline_20181010_171249,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,32236
459418449,W21679-Outline,urn-3:FHCL:37611537,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:07.916Z,W21679-Outline--W21679-Outline.ttl,,outlineW21679-Outline,611775,2018-10-11T18:31:07.0Z,FHCL.COLL_outlineW21679-Outline_20181010_174600,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,88124
459418452,W29252-Outline,urn-3:FHCL:37611538,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:08.11Z,W29252-Outline--W29252-Outline.ttl,,outlineW29252-Outline,611776,2018-10-11T18:31:07.0Z,FHCL.COLL_outlineW29252-Outline_20181011_114447,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,23037
459418455,W29468-Outline,urn-3:FHCL:37611540,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:08.725Z,W29468-Outline--W29468-Outline.ttl,,outlineW29468-Outline,611777,2018-10-11T18:31:08.0Z,FHCL.COLL_outlineW29468-Outline_20181011_103549,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,11669
459418458,W29564-Outline,urn-3:FHCL:37611544,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:09.179Z,W29564-Outline--W29564-Outline.ttl,,outlineW29564-Outline,611778,2018-10-11T18:31:09.0Z,FHCL.COLL_outlineW29564-Outline_20181011_115717,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,217966
459418461,W29518-Outline,urn-3:FHCL:37611545,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:09.273Z,W29518-Outline--W29518-Outline.ttl,,outlineW29518-Outline,611779,2018-10-11T18:31:09.0Z,FHCL.COLL_outlineW29518-Outline_20181011_120229,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,29157
459418464,W29631-Outline,urn-3:FHCL:37611546,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:09.319Z,W29631-Outline--W29631-Outline.ttl,,outlineW29631-Outline,611780,2018-10-11T18:31:09.0Z,FHCL.COLL_outlineW29631-Outline_20181010_170304,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,311932
459418467,W21807-Outline,urn-3:FHCL:37611550,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:10.156Z,W21807-Outline--W21807-Outline.ttl,,outlineW21807-Outline,611781,2018-10-11T18:31:10.0Z,FHCL.COLL_outlineW21807-Outline_20181010_180756,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,1613097
459418470,W21523-Outline,urn-3:FHCL:37611552,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:10.384Z,W21523-Outline--W21523-Outline.ttl,,outlineW21523-Outline,611782,2018-10-11T18:31:10.0Z,FHCL.COLL_outlineW21523-Outline_20181010_162854,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,75166
459418473,W21784-Outline,urn-3:FHCL:37611553,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:10.551Z,W21784-Outline--W21784-Outline.ttl,,outlineW21784-Outline,611783,2018-10-11T18:31:10.0Z,FHCL.COLL_outlineW21784-Outline_20181011_103918,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,157861
459418476,W29644-Outline,urn-3:FHCL:37611554,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:10.622Z,W29644-Outline--W29644-Outline.ttl,,outlineW29644-Outline,611784,2018-10-11T18:31:10.0Z,FHCL.COLL_outlineW29644-Outline_20181010_171940,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,25827
459418479,W21914-Outline,urn-3:FHCL:37611559,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:11.533Z,W21914-Outline--W21914-Outline.ttl,,outlineW21914-Outline,611785,2018-10-11T18:31:11.0Z,FHCL.COLL_outlineW21914-Outline_20181010_173631,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,26224
459418482,W22022-Outline,urn-3:FHCL:37611561,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:11.747Z,W22022-Outline--W22022-Outline.ttl,,outlineW22022-Outline,611786,2018-10-11T18:31:11.0Z,FHCL.COLL_outlineW22022-Outline_20181011_113047,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,262352
459418485,W22111-Outline,urn-3:FHCL:37611560,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:11.743Z,W22111-Outline--W22111-Outline.ttl,,outlineW22111-Outline,611787,2018-10-11T18:31:11.0Z,FHCL.COLL_outlineW22111-Outline_20181011_113740,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,332958
459418488,W21824-Outline,urn-3:FHCL:37611562,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:11.830Z,W21824-Outline--W21824-Outline.ttl,,outlineW21824-Outline,611788,2018-10-11T18:31:11.0Z,FHCL.COLL_outlineW21824-Outline_20181010_173027,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,827343
459418491,W22109-Outline,urn-3:FHCL:37611567,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:12.902Z,W22109-Outline--W22109-Outline.ttl,,outlineW22109-Outline,611789,2018-10-11T18:31:12.0Z,FHCL.COLL_outlineW22109-Outline_20181011_110433,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,752353
459418494,W21888-Outline,urn-3:FHCL:37611568,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:12.964Z,W21888-Outline--W21888-Outline.ttl,,outlineW21888-Outline,611790,2018-10-11T18:31:12.0Z,FHCL.COLL_outlineW21888-Outline_20181010_161557,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,850419
459418497,W22106-Outline,urn-3:FHCL:37611570,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:13.148Z,W22106-Outline--W22106-Outline.ttl,,outlineW22106-Outline,611791,2018-10-11T18:31:13.0Z,FHCL.COLL_outlineW22106-Outline_20181011_114021,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,1121930
459418500,W22078-Outline,urn-3:FHCL:37611569,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:13.115Z,W22078-Outline--W22078-Outline.ttl,,outlineW22078-Outline,611792,2018-10-11T18:31:13.0Z,FHCL.COLL_outlineW22078-Outline_20181010_170030,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,31767
459418503,W22096-Outline,urn-3:FHCL:37611575,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:14.79Z,W22096-Outline--W22096-Outline.ttl,,outlineW22096-Outline,611793,2018-10-11T18:31:14.0Z,FHCL.COLL_outlineW22096-Outline_20181010_172033,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,890054
459418506,W1KG4284-Outline,urn-3:FHCL:37611577,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:14.276Z,W1KG4284-Outline--W1KG4284-Outline.ttl,,outlineW1KG4284-Outline,611794,2018-10-11T18:31:14.0Z,FHCL.COLL_outlineW1KG4284-Outline_20181011_112809,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,112614
459418509,W1KG483-Outline,urn-3:FHCL:37611576,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:14.245Z,W1KG483-Outline--W1KG483-Outline.ttl,,outlineW1KG483-Outline,611795,2018-10-11T18:31:14.0Z,FHCL.COLL_outlineW1KG483-Outline_20181010_165104,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,21859
459418512,W1KG422-Outline,urn-3:FHCL:37611578,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:14.278Z,W1KG422-Outline--W1KG422-Outline.ttl,,outlineW1KG422-Outline,611796,2018-10-11T18:31:14.0Z,FHCL.COLL_outlineW1KG422-Outline_20181011_110339,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,64038
459418515,W1KG4616-Outline,urn-3:FHCL:37611583,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:15.344Z,W1KG4616-Outline--W1KG4616-Outline.ttl,,outlineW1KG4616-Outline,611797,2018-10-11T18:31:15.0Z,FHCL.COLL_outlineW1KG4616-Outline_20181011_114305,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,546848
459418518,W1KG4210-Outline,urn-3:FHCL:37611584,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:15.346Z,W1KG4210-Outline--W1KG4210-Outline.ttl,,outlineW1KG4210-Outline,611798,2018-10-11T18:31:15.0Z,FHCL.COLL_outlineW1KG4210-Outline_20181011_113138,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,18373
459418521,W1KG4257-Outline,urn-3:FHCL:37611585,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:15.793Z,W1KG4257-Outline--W1KG4257-Outline.ttl,,outlineW1KG4257-Outline,611799,2018-10-11T18:31:15.0Z,FHCL.COLL_outlineW1KG4257-Outline_20181011_113231,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,106732
459418524,W1KG4532-Outline,urn-3:FHCL:37611586,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:15.800Z,W1KG4532-Outline--W1KG4532-Outline.ttl,,outlineW1KG4532-Outline,611800,2018-10-11T18:31:15.0Z,FHCL.COLL_outlineW1KG4532-Outline_20181010_175434,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,98974
459418527,W1KG4244-Outline,urn-3:FHCL:37611591,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:16.535Z,W1KG4244-Outline--W1KG4244-Outline.ttl,,outlineW1KG4244-Outline,611801,2018-10-11T18:31:16.0Z,FHCL.COLL_outlineW1KG4244-Outline_20181010_160546,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,87074
459418530,W00KG03612-Outline,urn-3:FHCL:37611589,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:16.494Z,W00KG03612-Outline--W00KG03612-Outline.ttl,,outlineW00KG03612-Outline,611802,2018-10-11T18:31:16.0Z,FHCL.COLL_outlineW00KG03612-Outline_20181010_172132,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,2061240
459418533,W00EGS1016899-Outline,urn-3:FHCL:37611593,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:16.930Z,W00EGS1016899-Outline--W00EGS1016899-Outline.ttl,,outlineW00EGS1016899-Outline,611804,2018-10-11T18:31:16.0Z,FHCL.COLL_outlineW00EGS1016899-Outline_20181011_111317,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,589055
459418536,W00EGS1017040-Outline,urn-3:FHCL:37611594,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:16.960Z,W00EGS1017040-Outline--W00EGS1017040-Outline.ttl,,outlineW00EGS1017040-Outline,611803,2018-10-11T18:31:16.0Z,FHCL.COLL_outlineW00EGS1017040-Outline_20181010_165429,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,46883
459418539,W00EGS1017151-Outline,urn-3:FHCL:37611597,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:17.645Z,W00EGS1017151-Outline--W00EGS1017151-Outline.ttl,,outlineW00EGS1017151-Outline,611805,2018-10-11T18:31:17.0Z,FHCL.COLL_outlineW00EGS1017151-Outline_20181010_174143,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,1292077
459418542,W00KG03608-Outline,urn-3:FHCL:37611599,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:17.733Z,W00KG03608-Outline--W00KG03608-Outline.ttl,,outlineW00KG03608-Outline,611806,2018-10-11T18:31:17.0Z,FHCL.COLL_outlineW00KG03608-Outline_20181010_165247,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,20307
459418545,W00KG01661-Outline,urn-3:FHCL:37611601,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:18.66Z,W00KG01661-Outline--W00KG01661-Outline.ttl,,outlineW00KG01661-Outline,611807,2018-10-11T18:31:18.0Z,FHCL.COLL_outlineW00KG01661-Outline_20181010_161920,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,25745
459418548,W00KG03658-Outline,urn-3:FHCL:37611602,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:18.243Z,W00KG03658-Outline--W00KG03658-Outline.ttl,,outlineW00KG03658-Outline,611808,2018-10-11T18:31:18.0Z,FHCL.COLL_outlineW00KG03658-Outline_20181011_112629,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,39761
459418551,W00EGS1016994-Outline,urn-3:FHCL:37611605,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:18.778Z,W00EGS1016994-Outline--W00EGS1016994-Outline.ttl,,outlineW00EGS1016994-Outline,611809,2018-10-11T18:31:18.0Z,FHCL.COLL_outlineW00EGS1016994-Outline_20181010_174233,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,155434
459418554,W00KG01665-Outline,urn-3:FHCL:37611606,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:18.843Z,W00KG01665-Outline--W00KG01665-Outline.ttl,,outlineW00KG01665-Outline,611810,2018-10-11T18:31:18.0Z,FHCL.COLL_outlineW00KG01665-Outline_20181011_120139,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,22671
459418557,W00EGS1016969-Outline,urn-3:FHCL:37611610,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:19.448Z,W00EGS1016969-Outline--W00EGS1016969-Outline.ttl,,outlineW00EGS1016969-Outline,611811,2018-10-11T18:31:19.0Z,FHCL.COLL_outlineW00EGS1016969-Outline_20181011_112718,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,21800
459418560,W00EGS1017401-Outline,urn-3:FHCL:37611609,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:19.363Z,W00EGS1017401-Outline--W00EGS1017401-Outline.ttl,,outlineW00EGS1017401-Outline,611812,2018-10-11T18:31:19.0Z,FHCL.COLL_outlineW00EGS1017401-Outline_20181010_160315,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,729950
459418563,W00EGS1016973-Outline,urn-3:FHCL:37611613,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:19.994Z,W00EGS1016973-Outline--W00EGS1016973-Outline.ttl,,outlineW00EGS1016973-Outline,611813,2018-10-11T18:31:20.0Z,FHCL.COLL_outlineW00EGS1016973-Outline_20181010_170451,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,100412
459418566,W1KG5420-Outline,urn-3:FHCL:37611614,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:20.3Z,W1KG5420-Outline--W1KG5420-Outline.ttl,,outlineW1KG5420-Outline,611814,2018-10-11T18:31:20.0Z,FHCL.COLL_outlineW1KG5420-Outline_20181010_171705,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,39606
459418569,W1KG5698-Outline,urn-3:FHCL:37611617,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:20.499Z,W1KG5698-Outline--W1KG5698-Outline.ttl,,outlineW1KG5698-Outline,611815,2018-10-11T18:31:20.0Z,FHCL.COLL_outlineW1KG5698-Outline_20181011_115108,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,590477
459418572,W1KG5787-Outline,urn-3:FHCL:37611618,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:20.713Z,W1KG5787-Outline--W1KG5787-Outline.ttl,,outlineW1KG5787-Outline,611816,2018-10-11T18:31:20.0Z,FHCL.COLL_outlineW1KG5787-Outline_20181010_172507,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,460874
459418575,W1KG5900-Outline,urn-3:FHCL:37611621,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:21.188Z,W1KG5900-Outline--W1KG5900-Outline.ttl,,outlineW1KG5900-Outline,611817,2018-10-11T18:31:21.0Z,FHCL.COLL_outlineW1KG5900-Outline_20181010_162102,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,54371
459418578,W1KG5905-Outline,urn-3:FHCL:37611622,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:21.237Z,W1KG5905-Outline--W1KG5905-Outline.ttl,,outlineW1KG5905-Outline,611818,2018-10-11T18:31:21.0Z,FHCL.COLL_outlineW1KG5905-Outline_20181010_163452,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,26520
459418581,W1KG6068-Outline,urn-3:FHCL:37611625,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:21.648Z,W1KG6068-Outline--W1KG6068-Outline.ttl,,outlineW1KG6068-Outline,611819,2018-10-11T18:31:21.0Z,FHCL.COLL_outlineW1KG6068-Outline_20181010_161739,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,74619
459418584,W1KG4949-Outline,urn-3:FHCL:37611626,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:21.818Z,W1KG4949-Outline--W1KG4949-Outline.ttl,,outlineW1KG4949-Outline,611820,2018-10-11T18:31:21.0Z,FHCL.COLL_outlineW1KG4949-Outline_20181010_161413,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,44393
459418587,W1KG486-Outline,urn-3:FHCL:37611629,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:22.397Z,W1KG486-Outline--W1KG486-Outline.ttl,,outlineW1KG486-Outline,611821,2018-10-11T18:31:22.0Z,FHCL.COLL_outlineW1KG486-Outline_20181010_173539,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,69350
459418590,W1KG5705-Outline,urn-3:FHCL:37611632,P,,FHCL.COLL,FHCL.COLL.TBRC_0001,Turtle,text/turtle,2018-10-11T18:31:22.653Z,W1KG5705-Outline--W1KG5705-Outline.ttl,,outlineW1KG5705-Outline,611822,2018-10-11T18:31:22.0Z,FHCL.COLL_outlineW1KG5705-Outline_20181010_180239,"FAILED_METADATA_EXTRACTION, FORMAT_ID_CONFLICT",TEXT,Tibetan Buddhist Resource Center,Tibetan Buddhist Resource Center,261694
