rid|hollis|title|outline|vols
W3916|014260859|གསུང་འབུམ། པདྨ་རྣམ་རྒྱལ|O3916|19
W21509|014258317|བོད་ཀྱི་རིས་མེད་དགོན་སྡེ་ཁག་གི་ལོ་རྒྱུས་མེས་པོའི་གཅེས་ནོར།|O8LS847|1
W4CZ2710|014260943|གསུང་འབུམ། རྒྱལ་ཚབ་རྗེ། ༼བླ་བྲང་པར་མ།༽|O1PD152674|8
W1KG10279|014255608|གསུང་འབུམ། མཁས་གྲུབ་རྗེ། （བླ་བྲང་པར་མ།）|O1PD152719|10
W21693|014258393|འཇམ་དབྱངས་བཞད་པའི་རྣམ་ཐར|O2DB94500|1
W20214|014258092|མཚོ་ལྷོ་ཁུལ་གྱི་དགོན་སྡེ་ཁག་གི་ལོ་རྒྱུས་སྙིང་བསྡུས|O1GS53322|1
W486|014260871|བཀའ་འབུམ་ཐོར་བུ། ཙོང་ཁ་པ|O1PD177533|1
W23699|014259044|གསུང་འབུམ། ཡེ་ཤེས་རྡོ་རྗེ|O4CZ79|1
W1KG1789|014256543|བློ་སྦྱོང་དང་ཞལ་གདམས་ཉེར་མཁོ་ཕྱོགས་བསྒྲིགས།|O3JT2984|1
W1KG5420|014257135|བོད་ཀྱི་དུས་རབས་རིམ་བྱུང་གི་རྩོམ་ཡིག་གཅེས་བསྡུས།|O3JT2951|1
W20839|014258244|བཅིངས་འགྲོལ་སྔོན་གྱི་ནག་ཆུ་རྫོང་ཚོ་ཤོག་ཁག་གི་ལོ་རྒྱུས་མདོར་བསྡུས།|O3JT2217|1
W3888|014260856|མདོ་ལས་བྱུང་བའི་གཏམ་རྒྱུད་སྣ་ཚོགས|O2JT3575|1
W1PD90129|014257947|གསུང་འབུམ། གྲགས་པ་བཤད་སྒྲུབ|O1PD90129|18
W29644|014260060|བདེ་བའི་རྡོ་རྗེའི་རྣམ་ཐར|O3JT2244|1
W22096|014258620|གསུང་འབུམ། འགྱུར་མེད་རྡོ་རྗེ|O3JM280|16
W00KG03612|014254379|གསུང་འབུམ། ཀུན་བཟང་ཉི་མ|O00KG03612|27
W1PD95746|014257959|ཇོ་ནང་མདོ་སྔགས་རིག་པའི་དཔེ་ཚོགས།|O1PD95746|26
W25815|014259474|རྙིང་མ་རྒྱུད་འབུམ་གྱི་ཁ་སྐོང ༼མཚམས་བྲག་དགོན་པའི་བྲིས་མ༽|O25815|6
W28898|014259823|གསུང་འབུམ། བློ་བཟང་རྡོ་རྗེ།|O28898|5
W30359|none|ལེགས་བཤད་དཔེ་ཚོགས་ནོར་བུའི་ཕྲེང་བ|O1GS54157
W1KG5787|014257196|གསུང་འབུམ། པདྨ་འཕྲིན་ལས་སྙིང་པོ།|O3JT1012|3
W2DB16630|014260449|ཆོས་རྒྱལ་གླིང་པའི་གཏེར་ཆོས།|O2DB16630|20
W1PD166109|014257728|དཔལ་ལྡན་སྟག་ལུང་པའི་གསུང་རྣམས་ནོར་བཞི་བང་མཛོད།|O1PD166109|61
W27481|014259643|གསུང་འབུམ། འཇམ་དབྱངས་དཔལ་ལྡན་རྒྱ་མཚོ|O00EGS109598|5
W27300|014259597|གསུང་འབུམ། འཇིགས་མེད་གླིང་པ། （སྡེ་དགེ་པར་མ།）|O4CZ156|9
W2CZ7841|014260206|བསྐལ་བཟང་རྒྱ་མཚོའི་རྣམ་ཐར|O2CZ7841|2
W21824|014258458|བོད་ཀྱི་ཤེས་རིག་དཔྱད་རྩོམ་ཕྱོགས་བསྒྲིགས|O21824|5
W1KG12986|014255992|གསུང་འབུམ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས།|O1KG12986|12
W20408|014258133|རྣམ་འགྲེལ་བསྡུས་དོན་མི་ཕམ་ཞལ་ལུང|O2DB95330|1
W2DB4595|014260515|ཕར་ཕྱིན་དོགས་དཔྱོད་བློ་ལྡན་སྙིང་གི་མུན་པ་སེལ་བའི་སྒྲོན་མེ|O3LS9477|1
W2DB4608|014260526|སྔགས་མང་ཞིབ་འཇུག ༼༦༽|O4CZ1902|1
W1KG11665|014255702|གསུང་འབུམ། ངག་དབང་མཁྱེན་རབ།|O1KG11665|1
W1KG486|014257015|བོད་ཀྱི་དེང་རབས་རྩོམ་རིག་ལོ་རྒྱུས།|O3JT2776|1
W21914|014258499|སྤྱོད་འཇུག་རྩ་འགྲེལ|O3LS9561|1
W22320|014258735|ཀུན་རིག་གི་ཆོ་གའི་སྐོར།|O1PD36170|1
W18122|014254803|གཏམ་མཛོད་མེས་པོའི་ཞལ་རྒྱུན|O2JT3215|1
W20023|014258005|བོད་ཀྱི་རིག་གནས་གོང་འཕེལ་དང་སློབ་གསོའི་རྣམ་བཤད།|O3JT2983|1
W23604|014258979|སྐུ་གསུམ་དགོངས་འདུས་འདོན་ཆ|O23604|1
W19354|014254846|བོད་ཀྱི་ལོ་རྒྱུས་སློབ་གཞི་བློ་གསར་འཇུག་པའི་འབབ་སྟེགས།|O3JT3080|1
W00EGS1017151|014253973|ས་སྐྱ་བཀའ་འབུམ།|O8LS4784|15
W00EGS1016994|014253938|དུས་འཁོར་ཆོས་འབྱུང་ཨིནྡྲ་ནཱི་ལའི་ཕྲ་ཚོམ|O3JT201|1
W30306|014260726|ལམ་རིམ་བདེ་ལམ་གྱི་ཟིན་བྲིས་ཕྱོགས་བསྒྲིགས|O3LS10723|1
W30012|014260565|ཟློས་གར་དང་བཟོ་རིག|O2DB87353|1
W25998|014259486|ཚད་མའི་དོན་བསྡུས་བློ་གྲོས་སྒོ་འབྱེད་ངོ་མཚར་འཕྲུལ་གྱི་ལྡེ་མིག|O2DB96812|1
W21679|014258387|བོད་ཀྱི་དམངས་སྲོལ་གཅེས་བཏུས|O2JT3229|1
W30013|014260566|ཚད་མ་རིགས་གཞུང་རྒྱ་མཚོ|O2DB87419|2
W1KG5187|014257085|ཐུགས་རྗེ་ཆེན་པོ་བདེ་གཤེགས་ཀུན་འདུས་ཀྱི་ཆོས་སྐོར|O1KG5187|4
W30018|014260571|སྡོམ་གསུམ་རྒྱན་དང་དེའི་རྒྱ་ཆེར་འགྲེལ་པ|O2DB87479|1
W23166|014258808|འཇམ་དཔལ་གཤིན་རྗེའི་གཤེད་ཡང་བཟློག་མེའི་སྤུ་གྲིའི་ཆོས་སྐོར|O23166|4
W25097|014259391|ཟུར་མཁར་བློ་གྲོས་རྒྱལ་པོའི་གསུང་རྩོམ་གཅེས་བཏུས|O2DB98110|1
W24031|014259295|གུ་བཀྲའི་ཆོས་འབྱུང|O24031|4
W1PD107129|014257707|བཀའ་འགྱུར་ལས་ཁོལ་དུ་ཕྱུང་བའི་ངེས་དོན་དང་སྙིང་པོའི་མདོ།|O1PD107129|11
W2CZ6618|014260172|བཀའ་འགྱུར་ཀློག་སྐབས་དྲན་གསོར་བྲིས་པ།|O1PD76626|1
W1GS61414|014255518|གཞི་ལམ་འབྲས་གསུམ་ལས་བརྩམས་པའི་དྲིས་ལན་ཡིད་ཀྱི་མུན་སེལ|O3LS10700|1
W1KG4532|014256975|ཞལ་འདོན་གཅེས་བཏུས|O2JT3897|1
W1KG3830|014256752|ཆོས་རྗེ་ཀརྨ་པ་སྐུ་འཕྲེང་རིམ་བྱོན་གྱི་རྣམ་ཐར་མདོར་བསྡུས་དཔག་བསམ་ཁྲི་ཤིང|O1GC3567|1
W27305|014259602|མགོ་ལོག་རུས་མཛོད།|O2DB88362|1
W24697|014259348|གངས་ལྗོངས་སྐད་གཉིས་སྨྲ་བ་དུ་མའི་འགྱུར་བྱང་བློ་གསལ་དགའ་སྐྱེད|O2JT3954|1
W1PD107937|014257710|གསུང་འབུམ། ངག་དབང་བློ་བཟང་རྒྱ་མཚོ།|O8LS6083|28
W30157|014260666|ཀུན་སྤང་ཆོས་ཀྱི་རིན་ཆེན་གྱི་རྣམ་ཐར་རིན་ཆེན་ཕྲེང་བ་དང་རྡོ་དམར་ཞབས་དྲུང་མི་འགྱུར་རྡོ་རྗེའི་ཤུགས་འབྱུང་ཉམས་གླུའི་འཕྲེང་བ།|O30157|1
W27933|014259747|བཀའ་ཐང་གསེར་ཕྲེང|O2DB83639|1
W20520|014258190|སྤོ་བོའི་ལོ་རྒྱུས|O2DB99576|1
W1KG9259|014257528|སྒྲུབ་བརྒྱུད་ཀརྨ་ཀཾ་ཚང་བརྒྱུད་པ་རིན་པོ་ཆེའི་རྣམ་པར་ཐར་པ་རབ་བྱམས་ནོར་བུ་ཟླ་བ་ཆུ་ཤེལ་གྱི་ཕྲེང་བ།༼ཁོལ་ཕྱུང་།༽|O1GC3514|1
W1KG5705|014257182|རྣམ་གྲོལ་འདོད་འཇོ་རིས་མེད་དཔེ་རྙིང་ཁང་གི་ཚད་ལྡན་ངེས་དོན་དཔེ་ཚོགས།|O1KG5705|6
W6475|014261016|ཞབས་དཀར་ཚོགས་དྲུག་རང་གྲོལ་གྱི་གསུང་འབུམ་ཐོར་བུ།|O6475|5
W23743|014259085|གསུང་འབུམ། འཇིག་རྟེན་མགོན་པོ|O23743|12
W28838|014259793|བོ་དོང་པཎ་ཆེན་གྱི་རྣམ་ཐར|O2JT2667|1
W1PD96085|014257976|གསུང་འབུམ། ཚོགས་གཉིས་རྒྱ་མཚོ|O1PD96085|13
W1KG1958|014256595|གཏེར་ཆོས། པདྨ་གཏུམ་པོ།|O1KG1958|18
W00EGS1016689|014253852|ཁྲི་འདུ།|O002JR95|1
W2CZ7862|014260217|རྣམ་ཐར་གསེར་ཕྲེང་།|O2CZ7862|11
W00EGS1016246|014253815|བཀྲས་ལྷུན་རྒྱུད་པ་གྲྭ་ཚང་གི་ཆོས་སྤྱོད|O00EGS1016246|3
W21807|014258446|གསུང་འབུམ། མཁྱེན་བརྩེའི་དབང་པོ།|O00AG016|24
W30515|014260829|འཇིག་རྟེན་ཁམས་ཀྱི་རྣམ་གཞག་མདོར་བསྡུས་སུ་བཀོད་པ་དུས་མུན་སེལ་བའི་ཉིན་བྱེད།|O00AG0244|1
W00EGS1016253|014253818|སྨད་རྒྱུད་གྲྭ་ཚང་གི་ཆོས་སྤྱོད་རྒྱས་པ|O00EGS1016253|11
W21507|014258315|གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་ཉི་མ ༼ཞོལ་པར་མ༽|O00CHZ0102865|10
W1KG10493|014255634|གསུང་འབུམ། རྡོ་རྗེ་རྒྱལ་པོ། ༼སྡེ་དགེ་པར་མ།༽|O1KG10493|4
W23702|014259048|བསྟན་འགྱུར།（གསེར་བྲིས་མ།）|O00CR0008|225
W11208|014254642|གསུང་འབུམ། མི་འགྱུར་རྡོ་རྗེ|O00EGS1010006|1
W20905|014258272|རྒྱལ་དབང་འབྲུག་ཆེན་དཔག་བསམ་དབང་པོ་དང་མི་ཕམ་དབང་པོའི་རྣམ་ཐར|O00EGS1010095|1
W27736|014259708|ཏཱ་རེ་ལྷ་མོ་དང་ནམ་སྤྲུལ་འཇིགས་མེད་ཕུན་ཚོགས་ཀྱི་གཏེར་ཆོས།|O27736|12
W21512|014258320|འབྲུག་པ་དཀར་བརྒྱུད་པའི་དབང་དཔེ|O00EGS1010151|1
W22182|014258684|མི་ཕམ་ངག་དབང་སྙན་གྲགས་དཔལ་བཟང་པོའི་རྣམ་པར་ཐར་པ་ངོ་མཚར་རྒྱ་མཚོའི་ཟློས་གར|O00EGS1010153|1
W23169|014258810|འབྲི་གུང་རིན་ཆེན་ཕུན་ཚོགས་ཀྱི་རྣམ་ཐར།|O00EGS1010205|1
W23346|014258872|གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན|O00EGS1010212|1
W26630|014259558|གསུང་འབུམ། ཆོས་ཀྱི་འབྱུང་གནས|O00EGS1010413|14
W23706|014259052|ཐུབ་པའི་དགོངས་པ་རབ་གསལ་དང་ཚད་མ་རིག་གཏེར་སྐོར|O00EGS1010498|2
W23444|014258918|གསུང་འབུམ། སྒམ་པོ་པ|O00EGS1010507|2
W23908|014259218|ལྷོ་བྲག་མཁར་ཆུ་བདུད་འཇོམས་གླིང་གི་འདོན་ཆའི་སྐོར|O00EGS1010546|4
W00JR585|none|ཉང་སྐྱེས་སྣང་མཛད་རྡོ་རྗེའི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས།|O00EGS1010817|1
W21505|014258313|གསུང་འབུམ། ཤེས་རབ་རྒྱ་མཚོ|O00EGS10124|7
W21730|014258412|གཏེར་ཆོས། རཏྣ་གླིང་པ།|O00EGS101255|19
W28803|014259779|རེབ་ཀོང་སྔགས་མང་གི་ལོ་རྒྱུས་ཕྱོགས་བསྒྲིགས|O00EGS1013488|1
W19277|014254842|གསུང་ཐོར། མདོ་སྔགས་ཆོས་ཀྱི་རྒྱ་མཚོ|O00EGS1013724|1
W23564|014258967|བཀའ་བརྒྱུད་གསེར་འཕྲེང|O3JT2207|1
W00JR1718|014254027|སྔགས་བཅོས་བེའུ་བུམ་ཕྱོགས་བསྒྲིགས།|O00EGS1013802|1
W29382|014259996|གསུང་ཐོར་བུ། མཁས་གྲུབ་རྒྱ་མཚོ|O00EGS1013819|1
W23504|014258944|གསུང་ཐོར་བུ། དྲི་མེད་འོད་ཟེར།༼སྡེ་དགེ་པར་མ།༽|O00EGS1013837|2
W20028|014258009|དར་ཐང་དགོན་པའི་གདན་རབས|O00EGS1013982|1
W1KG9862|014257645|གསུང་འབུམ། བློ་བཟང་ཚུལ་ཁྲིམས་བསྟན་པའི་རྒྱལ་མཚན། ༼འབྲས་སྤུངས་པར་མ།༽|O1KG9862|3
W29284|014259976|གྲུབ་དབང་པདྨ་རང་གྲོལ་གྱི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས|O00EGS1014132|1
W24575|014259339|རིག་འཛིན་ཆེན་པོ་དཔལ་ལྡན་བཀྲ་ཤིས་ཀྱི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས|O00EGS1014142|1
W24630|014259343|གསུང་འབུམ། འཇིགས་མེད་རྡོ་རྗེ་དཔའ་བོ|O00EGS1014157|1
W1KG12113|014255796|གཟུངས་བསྡུས།|O1KG12113|2
W27022|014259573|དཔལ་ཡུལ་རྣམ་རྒྱལ་བྱང་ཆུབ་ཆོས་གླིང|O00EGS1014668|1
W1KG4325|014256914|གསུང་འབུམ། འཇམ་དབྱངས་ཀུན་དགའ་བསོད་ནམས།（གློག་ཀླད་པར་མ།）|O1KG4325|1
W4615|014260866|གསུང་འབུམ། བློ་བཟང་འཕྲིན་ལས་བསྟན་པ་རྒྱ་མཚོ|O00EGS1014793|12
W23760|014259101|རྫོགས་པ་ཆེན་པོ་ངལ་གསོ་སྐོར་གསུམ་དང་རང་གྲོལ་སྐོར་གསུམ་བཅས་པོད་གསུམ|O00EGS1015846|3
W8684|014261101|གསུང་འབུམ། ཤཱཀྱ་རིན་ཆེན|O00EGS1016109|8
W00EGS1016676|014253846|ཡུལ་ཤུལ་རྫོང་༔་དགོན་སྡེའི་ལོ་རྒྱུས་མདོར་བསྡུས|O00EGS1016839|1
W00EGS1017362|014254010|གསུང་འབུམ། བསྟན་འཛིན་བཟང་པོ|O00EGS1017363|1
W00EGS1017421|014254015|ཡང་གསང་རྟ་ཕག་ཡིད་བཞིན་ནོར་བུའི་རྫོགས་ཆེན་ཁྲིད་ཡིག|O00EGS1017469|1
W00EGS1017511|014254020|བཤད་རྒྱུད་ཀྱི་འགྲེལ་ཆེན་དྲི་མེད་ཀུན་གསལ|O00EGS1017512|1
W00EGS1017426|014254017|གསུང་འབུམ། བཅོམ་ལྡན་རིག་པའི་རལ་གྲི|O00EGS1017635|10
W30387|014260756|སྨན་དཔྱད་ཟླ་བའི་རྒྱལ་པོ|O00EGS1017721|1
W24989|014259377|བོད་ཀྱི་ཡིག་རྙིང་ཞིབ་འཇུག|O00EGS1017866|1
W15925|014254750|གསོ་དཔྱད་ཀྱི་ལག་ལེན་དགོས་འདོད་ཀུན་འབྱུང|O00EGS1017978|1
W00EGS1018126|014254025|འཇུ་མི་ཕམ་གྱི་སྨན་ཡིག་གཅེས་བསྡུས|O00EGS1018127|1
W1934|014254844|གསུང་འབུམ། རིན་ཆེན་གྲུབ ༼ཞོལ་པར་ཁང༽|O00EGS101979|28
W22949|014258793|གསུང་འབུམ། བློ་བཟང་སྦྱིན་པ|O00EGS102033|4
W2623|014259523|གསུང་འབུམ། བསྐལ་བཟང་རྒྱ་མཚོ།|O00EGS102147|13
W20515|014258187|སྒྲ་སྙན་ངག་སྡེབ་སྦྱོར་ལོ་རྒྱུས་སོགས། （ལ་དྭགས་ཀྱི་མ་དཔེ།）|O00EGS102223|5
W22272|014258709|གསུང་འབུམ། ཙོང་ཁ་པ། ༼སྐུ་འབུམ་པར་མ།༽|O00EGS10257|19
W23369|014258881|བླ་མ་ཞི་བ་བཀའ་འདུས་ཀྱི་ཆོས་སྐོར།|O00EGS102601|3
W23348|014258874|དཔལ་ཡེ་ཤེས་ཀྱི་མགོན་པོ་མ་ནིང་ནག་པོའི་ཆོས་སྐོར|O00EGS102651|1
W27299|014259596|གསུང་འབུམ། འཕགས་མཆོག་རྡོ་རྗེ|O00EGS102712|3
W7335|014261032|གསུང་འབུམ། བློ་བཟང་ཡེ་ཤེས་བསྟན་པ་རབ་རྒྱས|O00EGS102768|4
W21951|014258513|འཇམ་དཔལ་གཤིན་རྗེའི་གཤེད་ཁྲོ་ཆུ་དུག་གདོང་ནག་པོའི་སྒྲུབ་སྐོར།|O21951|9
W22117|014258635|གསུང་འབུམ། གྲགས་པ་རྒྱལ་མཚན ༼མཁན་ཆེན༽|O22117|6
W23653|014259018|གསུང་འབུམ། ནུས་ལྡན་རྡོ་རྗེ|O23653|8
W29686|014260091|མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་བཤད་སྦྱར་དཀོན་མཆོག་འབྱུང་གནས|O29686|2
W00KG09977|014254585|རྫོང་གཏེར་ཀུན་བཟང་ཉི་མའི་གསུང་སྐོར་གཅེས་བསྡུས|O00KG09977|1
W30541|014260846|གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ|O00EGS105549|16
W00KG09980|014254587|ཁང་དཀར་ཚུལ་ཁྲིམས་སྐལ་བཟང་གི་གསུང་རྩོམ་ཕྱོགས་བསྒྲིགས།|O00KG09980|1
W1174|014254650|གསུང་འབུམ། བློ་བཟང་ཡེ་ཤེས|O00EGS105883|4
W87|014261102|གསུང་འབུམ། ངག་དབང་བློ་བཟང|O00EGS1061|1
W23923|014259233|དཔལ་ཇོ་ནང་བའི་ཞལ་འདོན་ཕྱོགས་བསྒྲིགས|O00EGS106515|1
W23200|014258839|གསུང་འབུམ། ཤཱཀྱ་མཆོག་ལྡན|O00EGS106675|24
W23879|014259196|གསུང་འབུམ། བློ་བཟང་བསྟན་འཛིན|O00EGS106819|7
W21825|014258459|གསུང་འབུམ། ཐུབ་བསྟན་ཆོས་ཀྱི་གླང་པོ།|O21825|6
W23693|014259039|གསུང་འབུམ། མཁས་གྲུབ་རྗེ ༼སྐུ་འབུམ་པར་མ༽|O00EGS10744|16
W23927|014259236|གསུང་ཐོར་བུ། དཀོན་མཆོག་ཡན་ལག|O00EGS108004|2
W23471|014258941|གསུང་འབུམ། བློ་བཟང་ནོར་བུ་ཤེས་རབ|O00EGS108089|7
W20499|014258182|བཀའ་བརྒྱུད་པའི་སྐྱེས་ཆེན་དམ་པ་རྣམས་ཀྱི་རྣམ་ཐར།|O00EGS10852|4
W1GS66030|014255521|བསྟན་འགྱུར ༼ཅོ་ནེ༽|O2DB20796|209
W29228|014259946|གསུང་འབུམ། ཐུབ་བསྟན་རྒྱ་མཚོ|O00EGS109494|7
W16515|014254765|གསུང་འབུམ། བློ་བཟང་འཇམ་དབྱངས་སྨོན་ལམ|O00EGS1095|2
W20548|014258201|གསུང་འབུམ། དྷརྨ་བྷ་དྲ།|O00EGS109585|8
W22334|014258743|གསུང་འབུམ། དབྱངས་ཅན་གྲུབ་པའི་རྡོ་རྗེ|O00EGS109594|3
W23928|014259237|གསུང་འབུམ། མཁའ་སྤྱོད་དབང་པོ|O00EGS109638|4
W23795|014259134|གསུང་ཐོར་བུ། ཚེ་དབང་འཆི་མེད་མགོན་པོ|O00EGS109988|1
W22192|014258692|གསུང་འབུམ། ངག་དབང་གྲགས་པ|O00JR1|1
W23757|014259099|འཇའ་ཚོན་པོད་དྲུག|O00JR2583|8
W23176|014258817|གསུང་འབུམ། ཚེ་དབང་ནོར་བུ|O00JR3019|4
W00EGS1016686|014253851|ཁམས་སྒོམ་སྡེ་ནང་ཆེན་པའི་དགོན་ཁག་རྣམས་ཀྱི་བྱུང་བ་ཕྱོགས་བསྒྲིགས་རིན་ཆེན་སྒྲོམ་བརྒྱ་འབྱེད་པའི་དེབ་ཐེར་གསེར་གྱི་ལྡེ་མིག|O00JR303|1
W29688|014260093|གསུང་འབུམ། ཚེ་དབང་ནོར་བུ|O00JR3172|6
W22946|014258792|གསུང་འབུམ། ངག་དབང་དཔལ་བཟང་།|O00JR3377|9
W00EGS1016622|014253844|རྫ་སྟོད་རྫོང་སྡེ་དགོན་ལོ་རྒྱུས|O00JR445|1
W00EGS1016745|014253873|ཕ་ཡུལ་ཤུལ་གྱི་ལོ་རྒྱུས་གཙང་ཆེན་འབྲི་ཀླུང་སྔོན་མོའི་རླབས་སྒྲ|O00JR501|1
W21939|014258508|རྙིང་མ་རྒྱུད་འབུམ། （སྡེ་དགེ་པར་མ།）|O21939|26
W00EGS1016181|none|ཤར་ཕྱོགས་དུང་རི་དང་དགོན་སྡེ་དུ་མའི་དཀར་ཆག་མཐོང་བ་དོན་ལྡན|O00JR586|1
W22123|014258641|གཏེར་ཆོས། བདུད་འདུལ་རྡོ་རྗེ།|O00JR59|12
W1KG9593|014257596|རྟ་མགྲིན་པདྨ་ཡང་གསང་ཁྲོས་པའི་ཆོས་སྐོར།|O1KG9593|2
W30199|014260697|སྙན་བརྒྱུད་ཁྲིད་ཆེན་བཅུ་གསུམ་སྐོར།|O00JR968|13
W00KG01048|014254039|གསུང་ཐོར་བུ། ངག་དབང་རིན་ཆེན་བཟང་པོ|O00KG01049|1
W00KG0615|none|བོད་ཀྱི་གནའ་དེང་གི་རྩོམ་ཡིག་གཅེས་བསྒྲིགས|O00KG01066
W24054|014259314|གསུང་འབུམ། ཀུན་དགའ་བློ་གྲོས|O00KG01105|7
W00KG013|014254043|གསོ་རིག་མཁས་དབང་ཁག་གི་རྣམ་ཐར་ཕྱོགས་བསྒྲིགས|O00KG0162|1
W00KG01660|014254141|གསུང་འབུམ། བསོད་ནམས་ལྷུན་གྲུབ|O00KG01667|7
W24589|014259340|དེབ་ཆུང་ཨ་རུ་རའི་དགའ་ཚལ|O00KG0184|1
W00KG06|014254485|བསང་མཆོད་ཕྱོགས་བསྒྲིགས།|O00KG020|1
W00KG016|014254082|རྗེ་རིན་པོ་ཆེ་མཉམ་མེད་ཤེས་རབ་རྒྱལ་མཚན་གྱི་རྣམ་ཐར|O00KG0212|1
W00EGS1016759|014253879|ཀཾ་ཚང་ཆོས་སྤྱོད་སོགས་ཁ་ཏོན་གཅེས་བཏུས|O00EGS1016759|1
W00KG02390|014254157|གསུང་འབུམ། བསོད་ནམས་རྒྱལ་མཚན།|O00KG02391|12
W00KG04094|014254472|གསུང་ཐོར་བུ། འཇམ་དབྱངས་ཀུན་དགའ་བསོད་ནམས།|O00KG04097|1
W00KG0549|014254478|ཞལ་གདམས་ཀྱི་སྐོར|O00KG0550|1
W00KG0552|014254481|བསྟན་བཅོས་ཀྱི་སྐོར།|O00KG0561|1
W00KG0571|none|གསུང་རྩོམ། ལམ་མཁྱེན་རྒྱལ་པོ།|O00KG0572|1
W00KG0554|014254483|བསླབ་བྱའི་སྐོར|O00KG0586|1
W00KG0624|none|ལམ་འབྲས་བརྒྱུད་པའི་གསོལ་འདེབས་བྲག་ཕུག་པས་མཛད་པ་ཁ་སྐོང་དང་བཅས་པ།|O00KG0625|1
W1PD289|014257794|གཏེར་ཆོས། རང་རིག་རྡོ་རྗེ|O00KG0640|42
W00KG02530|014254158|ཡར་ཀླུངས་གསོ་རིག|O00KG07268|1
W00KG0638|014254490|ཇོ་ནང་དཔེ་རྙིང་ཐོར་བུ།|O00KG0992|6
W26673|014259561|གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།|O00PD1010704|9
W24053|014259313|གསུང་འབུམ། ནམ་མཁའ་རྒྱལ་མཚན|O00PD103800|1
W7477|014261038|གསུང་འབུམ། འཇིགས་མེད་གླིང་པ ༼ཨ་འཛོམ་པར་མ། འབྲུག་སྤ་གྲོ་ལ་བསྐྱར་པར་བརྒྱབ་པ།༽|O00PD104967|14
W28833|014259788|གསུང་འབུམ། རོལ་པའི་རྡོ་རྗེ|O00PD107753|7
W22081|014258610|གསུང་འབུམ། མཁའ་ཁྱབ་རྡོ་རྗེ། （དཔལ་སྤུངས་པར་མ།）|O00RNP205|10
W21813|014258451|གསུང་འབུམ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས། ༼དབུ་མེད།༽|O01AG02758|8
W00KG03996|014254455|གསུང་འབུམ། ཀརྨ་པཀྵི།|O00KG03996|2
W23723|014259066|རྒྱ་ཆེན་བཀའ་མཛོད|O01AG03173|13
W22204|014258699|གསུང་འབུམ། འཇམ་དབྱངས་ཐུབ་བསྟན་ཉི་མ|O01CHZ01|6
W2519|014259425|གསུང་འབུམ། དཀོན་མཆོག་རྒྱལ་མཚན|O01CHZ02|11
W22642|014258777|མཆོག་གླིང་གཏེར་གསར།|O01CT0001|39
W22920|014258787|མཛོད་བདུན|O01CT0002|7
W10305|014254612|གསུང་འབུམ། ངག་དབང་ཆོས་གྲགས|O01CT0004|6
W21727|014258409|རིག་འཛིན་པདམ་གླིང་པའི་ཟབ་གཏེར་ཆོས་མཛོད་རིན་པོ་ཆེ།|O01CT0005|21
W22083|014258612|བཀའ་འགྱུར ༼སྟོག་ཕོ་བྲང་བྲིས་མ།）|O01CT0007|109
W23899|014259210|གསུང་འབུམ། ཐུབ་བསྟན་དགེ་ལེགས་རྒྱ་མཚོ|O01CT0011|22
W20877|014258270|གདམས་ངག་མཛོད།|O01CT0013|18
W21208|014258294|གསུང་འབུམ། ཤེས་རབ་རྒྱལ་མཚན ༼འཛམ་ཐང༽|O01CT0015|8
W21808|014258447|རྒྱ་ཆེན་བཀའ་མཛོད།（དཔལ་སྤུངས་པར་མ་འབྲུག་སྤ་གྲོའི་བསྐྱར་པར་མ།）|O01CT0017|20
W20876|014258269|བཀའ་བརྒྱུད་སྔགས་མཛོད|O01CT0019|8
W23468|014258939|གསུང་འབུམ། མི་ཕམ་རྒྱ་མཚོ|O01CT0021|27
W23447|014258921|ངེས་དོན་ཕྱག་རྒྱ་ཆེན་པོའི་ཁྲིད་མཛོད།|O01CT0022|13
W10736|014254630|གསུང་འབུམ། པདྨ་དཀར་པོ|O01CT0023|24
W23556|014258959|གསུང་འབུམ། སངས་རྒྱས་རྡོ་རྗེ།|O01CT0024|8
W22271|014258708|ས་སྐྱ་བཀའ་འབུམ|O01CT0026|15
W20749|014258220|དཀར་རྙིང་གི་སྐྱེས་ཆེན་དུ་མའི་ཕྱག་རྫོགས་ཀྱི་གདམས་ངག་གནད་བསྡུས་ཉེར་མཁོ་རིན་པོ་ཆེའི་གཏེར་མཛོད།（རྩིབས་རིའི་པར་མ།）|O01CT0027|31
W22277|014258714|གསུང་འབུམ། ཏཱ་ར་ནཱ་ཐ ༼རྟག་བརྟན་ཕུན་ཚོངས་གླིང་གི་པར་མ།༽|O01CT0028|17
W1KG9858|014257644|གསུང་འབུམ། ནམ་མཁའ་རྒྱལ་མཚན། （དབུ་ཅན་བྲིས་མ། ༽|O1KG9858|2
