set|hollis-id|title|locator|pub|author|isbn|tbrc-rid
tibetan.dlc.xml|007366369-7|Gsol ʼdebs leʼu bdun paʼi lo rgyus dmigs rim phan yon daṅ bcas pa bźugs so.|75905767 //r942|[Delhi :Kun-bzaṅ-stobs-rgyal,1975]|Karma-chags-med,Gnas-mdo,1610-1678.||
tibetan.dlc.xml|007366370-0|Gsuṅ ʾbum.|72905341|[Bir? :s.n.,1972-|ʾJam-dbyaṅs-chos-kyi-blo-gros,Mkhyen-brtse,1896-1959.||W21814
tibetan.dlc.xml|007366371-9|Gsol ʼdebs leʼu bdun paʼi lo rgyus dmigs rim phan yon daṅ bcas pa bźugs so.|72906779|[Gangtok :s.n.,1972]|Karma-chags-med,Gnas-mdo,1610-1678.||
tibetan.dlc.xml|007366372-7|A grags gyi rdzoṅ phabs paʾi sgruṅ yig /edited and published by T.G. Dhongthog.|73906212|Delhi :Dhongthog,1973.|||W30115
tibetan.dlc.xml|007366374-3|Theg pa mthaʾ dag di don gsal bar byed pa Grub paʾi mthaʾ rin po cheʾi mdzod ces bya ba bźugs /[Dri-med-ʾod-zer gyis sbyar]|78909429|[Gangtok :Dodrup Chen Rinpoche,1969?]|Kloṅ-chen-pa Dri-med-ʾod-zer,1308-1363.||
tibetan.dlc.xml|007366375-1|Gsaṅ ba bla na med pa ʾOd-gsal-rdo-rje-sñiṅ-poʾi gnas gsum gsal bar byed paʾi Tshig don rin po cheʾi mdzod ces bya ba bźugs so /[Kun-mkhyen Ṅag-gi-dbaṅ-pos sbyar].|76909431|[Gangtok :Dodrup Chen Rinpoche,1969?]|Kloṅ-chen-pa Dri-med-ʾod-zer,1308-1363.||
tibetan.dlc.xml|007366376-X|Mkhaʼ ʼgroʼi gtso mo Ye-śes-mtsho-rgyal gyi rnam thar mdor bsdus sgo nas gsol ba ʼdebs po Mos gus gduṅ baʼi tambur bźugs so /[Padma-gar-dbaṅ-blo-gros-mthaʼ-yas kyis bris]|72906907|[Sgaṅ-tog :s.n.,1972]|Koṅ-sprul Blo-gros-mthaʼ-yas,1813-1899.||
tibetan.dlc.xml|007366377-8|Autobiography of Khetsun Sangpo :memoirs of a Nyingmapa lama from the Yamdok area of Tibet.|74900025|Dharamsala :Library of Tibetan Works and Archives,1973.|Khetsun Sangpo,1921-||
tibetan.dlc.xml|007366378-6|The collected works of ʾJam-dbyans-bźad-paʾi-rdo-rje.Reproduced from prints from the Bkra-s̀is-ʾkhyil blocks by Ngawang Gelek Demo.|72906728 /SA/r873|New Delhi,1972-74.|ʾJam-dbyaṅs-bźad-pa Ṅag-dbaṅ-brtson-ʾgrus,1648-1721.||
tibetan.dlc.xml|007366379-4|Dpal Stag luṅ paʾi lhag paʾi lha bźi bcu rtsa gsum gyi rje gnaṅ gi cho ga Rig ʾdzin gźon paʾi dgaʾ ston :a manual outlining the history, methods of visualization, and ritual for conferring the blessings, and permission to invoke (anujna) [sic] of the forty-three deities, tutelary and protective, regarded as special by the Stag-luṅ Dkar-brgyud-pa tradition /by Stag-luṅ-pa Khri Bkra-śis-dpal-grub.|73901831|Tezu, Himachal Pradesh :Tibetan Nyingmapa Monastery,1973.|Bkra-śis-dpal-grub,Stag-luṅ-pa Khri-chen,1600-1671.||W21551
tibetan.dlc.xml|007366380-8|Bkaʾ brgyud gser phreng chen mo :biographies of eminent gurus in the transmission lineage of teachings of the ʾBaʾ-ra Dkar-brgyud-pa sect.|73917981|Dehradun :Ngawang Gyaltsen and Ngawang Lungtok,1970.|||W19231
tibetan.dlc.xml|007366382-4|Lha chen phrin bcol dbaṅ byed padmaʹi phreṅ mdzes źes bya ba bźugs so.|72904616 /SA|[s.l. :s.n.,1972]|ʾJam-dbyaṅs-chos-kyi-blo-gros,Mkhyen-brtse,1896-1959.||
tibetan.dlc.xml|007366383-2|Dam paʼi chos dgoṅs pa gcig paʼi dkaʼ ʼgrel tshigs su bcad pa mun sel sgron me źes bya ba bźugs so.|74913323|[Rawalsar? :s.n.,1970?]|Chos-kyi-grags-pa,ʼBri-guṅ Rig-ʼdzin,1595-||
tibetan.dlc.xml|007366384-0|Lam zab leʼu bdun ma bźugs.|77928314|[Nepal :s.n.,1970]|Koṅ-sprul Blo-gros-mthaʼ-yas,1813-1899.||
tibetan.dlc.xml|007366386-7|Theg pa chen po Rgyud bla maʾi bstan bcos sñiṅ poʾi don mṅon sum lam gyi bśad srol daṅ sbyar baʾi rnam par ʾgrel ba phyir mi ldog pa seṅ geʾi Ṅa-ro źes bya ba bźugs so.|72905654 //r96|[Rumtek :s.n.,1972]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366387-5|Rje-btsun Ras-pa-chen-po la brten paʾi bla maʾi rnal ʾbyor tshogs mchod daṅ bcas pa ye śes dpal ʾbar źes bya ba bźugs so.|72905857|[Rumtek :s.n.,1972]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366388-3|Bsñen sgrub rgyun gyi kha skoṅ khyer bde rdzas gcig la brten paʾi las bźiʾi me mchod nor bu sna tshogs mdog can źes bya ba bźugs so.|72925788|[Hemi :Rgod-tshaṅ sgrub sde,1971]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366389-1|Yaṅ zab Dkon mchog spyi ʾdus daṅ Źi khro ṅes don sñiṅ poʾi phyag len chog sgrigs bklags chog tu bkod pa ʾJaʾ-tshon dgoṅs paʾi rgyan ces bya ba bźugs so.|70919725|[Nepal :s.n.,1970]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366390-5|Bkaʾ rdzogs pa chen po yaṅ zab Dkon mchog spyi ʾdus kyi las byaṅ don gsal khyer bder bsgrigs pa Phrin las kun khyab ces bya ba bźugs so /[Padma-gar-dbaṅ-phrin-las-ʾgro-ʾdul-rtsal gyis bgyis]|78910767|[Kye-laṅ :s.n.,1969]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366391-3|Rnam par śes pa daṅ ye śes ʾbyed paʾi bstan bcos kyi tshig don go gsal du ʾgrel pa raṅ byuṅ dgoṅs paʾi rgyan ces bya ba bźugs so /[Karma-ṅag-dbaṅ-yon-tan-rgya-mtsho ʾam Blo-gros-mthaʾ-yas kyis bgyis pa].|72905512 /SA|[Rum-btegs :s.n.,1972]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366393-X|Rtsa gsum chos skyoṅ daṅ bcas pa la gtor ʾbul gyi rim pa khyer bde rig ʾdzin dgaʾ ston ces bya ba bźugs so.|71919826|[Khumbu :s.n.,1970]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366394-8|Bkaʾ rdzogs pa chen po yaṅ zab Dkon mchog spyiʾ dus kyi khrid yig gu ruʾi dgoṅs rgyan las sdon ʾgroʾi ʾdon cha źur bkol thar paʾi bde lam źes bya ba bźugs so.|76916915|[Nepal :s.n.,1970]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366395-6|ʾGro ʾdul gter ston rim par byon paʾi mtshan sdom gsol ʾdebs byin rlabs sprin phreṅ źes bya ba bźugs so.|70920365|[Nepal :s.n.,1970]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366396-4|Rje-btsun Yid-bźin-ʾkhor-loʾi rgyun gyi rnal ʾbyor khyer bde ʾchi med grub pa źes bya ba bźugs so.|72906242|[Rumtek :s.n.,1972]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366398-0|Źin sgrub zin bris kyi lhan thabs ñuṅ bsdus bźugs so /[Rā-ga-a-syas sbyar].|72919758 /SA|[s.l. :s.n.,1970]|Karma-chags-med,Gnas-mdo,1610-1678.||
tibetan.dlc.xml|007366399-9|Gnam chos thugs kyi gter kha sñan brgyud zab moʾi skor las Bde chen źiṅ sgrub kyi byaṅ chog thar lam dkar po bźugs so /[Rā-ga-a-syas bsgrigs pa].|75923706 /SA|[s.l. :s.n.,1970]|Karma-chags-med,Gnas-mdo,1610-1678.||
tibetan.dlc.xml|007366401-4|Stag la spu gri dkar nag dmar gsum yaṅ gsaṅ bcud dril bcas kyi sgrub skor;a collection of teachings for invoking and propitiating the Bonpo tutelary Stag-la-me-ʾbar.Complied [sic] by Khyuṅ-sprul ʾJigs-med-nam-mkhaʾi-rdo-rje and photographically reproduced from his Delhi lithographic ed. of about 1950 by Tashi Dorji.|73900347 /SA|[Delhi]distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|ʾJigs-med-nam-mkhaʾi-rdo-rje,Khyuṅ-sprul,1897-1956.comp.||
tibetan.dlc.xml|007366402-2|ʼChi med mgon po Tshe dpag med daṅ Ma Gśin gñis kyi sgrub chog mo yig sna tshogs bcas kyi gsuṅ pod;a collection of rituals and divinational texts of the "New" Bon (Bon-gsar) tradition,chiefly works by Rig-ʼdzin Kun-grol-grags-pa and Mi-śig-rdo-rje. Reproduced from a ms. brought from Rgyal-ri Dgon in Koṅ-po by Tenzin Namdak.|73903238 /SA/r85|[Delhi]distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|||
tibetan.dlc.xml|007366403-0|Kloṅ chen sñiṅ thig :treasured Rñiṅ-ma-pa precepts and rituals received in a vision of Kloṅ-chen-pa Dri-med-ʼod-zer /by ʼJigs-med-gliṅ-pa Rang-byuṅ-rdo-rje Mkhyen-brtseʼi-ʼod-zer.|73904268|New Delhi :Ngawang Sopa,1973.|ʼJigs-med-gliṅ-pa Raṅ-byuṅ-rdo-rje,1729 or 1730-1798.||W21024
tibetan.dlc.xml|007366404-9|Zab lam mkhaʼ ʼgro gsaṅ baʼi gcod kyi gdams pa;a collection of Bonpo Gcod tantras (rgyud) and related texts,largely from the oral transmission received by Sprul-sku Khro-gñan-rgyal-mtshan. Reproduced from a MS. preserved at Bsam-gliṅ Monastery in Dol-po (northwestern Nepal) by Tashi Dorji.|73901943 /SA|[Delhi];distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|Khro-gñan-rgyal-mtshan,Sprul-sku,active 14th century.||
tibetan.dlc.xml|007366405-7|Mthoṅ grol ʾbel gtam bźugs /[Grags-pa-yoṅs-ʾdus bris].|72908673 /SA|[Rum-btegs :s.n.,1972]|Grags-pa-yoṅs-ʾdus,Rje-dbon,1942-||
tibetan.dlc.xml|007366407-3|Grub thob brgyad bcu rtsa bźiʾi chos skor :four texts concerning the cult of the 84 Mahasiddhas from the library of the Ven. A-pho Rin-po-che.|73906213|New Delhi :Chophel Legdan,1973.|||W30167
tibetan.dlc.xml|007366408-1|Gsaṅ sṅags naṅ gi lam rim rgya cher ʼgrel pa Saṅs rgyas gñis paʼi dgoṅs rgyan :an exegesis of a rediscovered Nyingmapa Lamrim text /by Kaḥ-thog Dge-rtse Paṇḍita ʼGyur-med-tshe-dbaṅ-mchog-grub.|72903208|Leh :S.W. Tashiganga,1972.|ʻGyur-med-tshe-dbaṅ-mchog-grub,Dge-rtse Paṇḍita,1764?-||W30187
tibetan.dlc.xml|007366409-X|Mar me smon lam.|73911011|[He-mi :Rgod tshaṅ sgrub sdeʾi tshogs pa,1969]|ʾJaʾ-tshon-sñiṅ-po,Gter-ston,1585-1656.||
tibetan.dlc.xml|007366410-3|Rdo-rje-ʼjigs-byed chos skor bkaʼ rgya ma.|78928727|[Delhi :s.n.,1972]|ʼJigs-med-bsam-gtan,active 19th century.||
tibetan.dlc.xml|007366411-1|Dkon mchog spyi 'dus kyi brgyud pa'i gsol 'debs yid bźin gter sbyin bźugs so /[Rig-'dzin Tshe-dbaṅ-nor bus brjod pa].|71928350 /SA|[S.l. :s.n.,1970]|Kaḥ-thog Tshe-dbaṅ-nor-bu,1698-1755.||
tibetan.dlc.xml|007366413-8|Kloṅ gsal mkhaʾ ʾgro sñiṅ thig gi cha lag gi bsgrub paʾi tshe bsgrub ʾchi med rdo rje rgya mdud kyi bdag mdun bskyed bzlas bdag ʾjug bcas kyi cho ga ʾgrig chags su bkod pa bźugs so.|70925956|[Hemis :Godtshang Hermitage,1971]|Kaḥ-thog Tshe-dbaṅ-nor-bu,1698-1755.||
tibetan.dlc.xml|007366414-6|Tshe sgrub rdo rjeʾi rgya mdud kyi gsol ʾdebs mi śig daṅs ma yoṅs ʾgrub źes bya ba bźugs so.|73925957|[Hemi? :s.n.,1971]|Kaḥ-thog Tshe-dbaṅ-nor-bu,1698-1755.||
tibetan.dlc.xml|007366416-2|Thugs-rje-chen-poʾi dmar khrid Phyag Rdzogs zuṅ ʾjug bźugs so /[Rā-ga-a-sya-yis bris]|72902266|S.l. :s.n.,[1970]|Karma-chags-med,Gnas-mdo,1610-1678.||
tibetan.dlc.xml|007366418-9|Gso rig man ṅag gces btus Rin chen gter mdzod :a treatise on Tibetan medical practice containing numerous instructions and formulae /by Karma-chos-rgyal.|75901333|New Delhi :Rta-rna Bla-ma,1975.|Karma-chos-rgyal.||W00EGS1016276
tibetan.dlc.xml|007366419-7|Sprul-sku Karma-gliṅ-paʼi gter byon badzra gu ruʼi phan yon daṅ ʼbru brol [i.e.ʼgrel] bźugs so.|72906583|[Gangtok :s.n.,1972]|Karma-gliṅ-pa,active 14th century.||
tibetan.dlc.xml|007366420-0|Bde chen źiṅ sgrub kyi bkaʾ bsruṅ gsol mchod bkrigs changs su bris pa bźugs so /[Rā-ga-a-sya-yis sgrigs]|79915017|S.l. :s.n.,[1970]|Karma-chags-med,Gnas-mdo,1610-1678.||
tibetan.dlc.xml|007366422-7|Thar mdo bsdus pa bźugs so.|72906241|[Rumtek :s.n.,1972]|Karma-rin-chen,ʾDul-ʾdzin.||
tibetan.dlc.xml|007366423-5|Khyung-sprul ʾJigs-med-nam-mkhaʾi-rdo-rje on the practise [sic] of medicine;four treatises largely based on Bonpo medical terma rediscoveries.Reproduced by Tenzin Namdak by photographic process from the lithograph ed. printed in Delhi about 1950.|72901749 /SA/r85|[Delhi];distributor: Tibetan Bonpo Monastic Centre, Dolanji, H.P.,1972.|ʾJigs-med-nam-mkhaʾi-rdo-rje,Khyuṅ-sprul,1897-1956.||
tibetan.dlc.xml|007366424-3|Klu ʾbum Dkar Nag Khra gsum klu thebs bcas.|73902356|S.l. :s.n.,[1972]|||
tibetan.dlc.xml|007366425-1|Sud-si-lan du Skyabs-mgon Rgyal-baʼi-yoṅs-ʼdzin Khri-byaṅ Rdo-rje-ʼchaṅ-chen-pos stsal baʼi gsuṅ bśad rin po che bźugs so.|78907215|[Ldi-li :Thub-bstan-bzaṅ-po,1969]|Khri-byaṅ Blo-bzaṅ-ye-śes-bstan-ʼdzin-rgya-mtsho,1901-||
tibetan.dlc.xml|007366426-X|Dpal Gsaṅ ba sñiṅ poʾi rgyud kyi bsdus paʾi don Ma rig paʾi mun pa thams cad sel ba źes bya ba bźugs so /[Rdo-rje-gzi-brjid sbyar]|73905822|[Sgaṅ-tog? :s.n.,1973]|Kloṅ-chen-pa Dri-med-ʼod-zer,1308-1363.||
tibetan.dlc.xml|007366427-8|Dpal Gsaṅ ba sñiṅ poʾi spyi don legs par bśad paʾi snaṅ bas Yid kyi mun pa thams cad sel ba źes bya ba bźugs so /[Rdo-rje-gzi-brjid kyis sbyar]|73905821|[Sgaṅ-tog? :s.n.,1973]|Kloṅ-chen-pa Dri-med-ʼod-zer,1308-1363.||
tibetan.dlc.xml|007366428-6|Kun-mkhyen-chen-po Dri-med-ʾod-zer gyis mdzad paʾi Phud rabs rgyas pa ʾdod stsol re skoṅ bklag chog tu bkod pa bźugs so.|72906839|[Rumtek :s.n.,1972]|Kloṅ-chen-pa Dri-med-ʾod-zer,1308-1363.||
tibetan.dlc.xml|007366432-4|Legs bśad me tog phreṅ ba blo gsal mgul rgyan źes bya ba bźugs so.|78904327|[Sukhia Pokhri, Dist. Darjeeling, W.B., India :Chopal Lama,1969]|Kun-dgaʾ-dpal-ʾbyor,ʾBrug-chen II,1428-1476.||
tibetan.dlc.xml|007366433-2|Dpal ʾKhor-lo-sdom-pa lhan skyes kyi sbyin bsreg dag byed me ʾod bklags chog lta bur bkod pa bźugs so /[Chos-kyi-snaṅ-ba Rdo-rje-sñiṅ pos bris]|75910446|[He-mi :Rgod-tshaṅ-sgrub-sdeʾi-tshogs-pa,1969]|Kun-gzigs-chos-kyi-snaṅ-ba,ʾBrug-chen VIII,1768-1822.||
tibetan.dlc.xml|007366434-0|Smon lam dgos ʾdod ʾbyuṅ baʾi Rin chen dbaṅ rgyal źes bya ba bźugs so /[Bkaʾ-brgyud-bstan-paʾi-rgyal-mtshan-ʾgyur-med-yoṅs-grub-dam-chos-ñi-maʾam Mi-pham-kun-gzigs-chos-kyi-snaṅ-bas bris]|78910452|[He-mi :Rgod-tshaṅ-sgrub-sdeʾi-tshogs-pa,1969]|Kun-gzigs-chos-kyi-snaṅ-ba,ʾBrug-chen VIII,1768-1822.||
tibetan.dlc.xml|007366435-9|Nā-ro gsaṅ spyod kyi ʾdon dmigs bya tshul bźugs so.|77919317 //r94|[Hemis :Godtshang Hermitage,1969]|Kun-gzigs-chos-kyi-snaṅ-ba,ʾBrug-chen VIII,1768-1822.||
tibetan.dlc.xml|007366436-7|The treasury of revelations and teachings of Gter-chen Mchog-gyur-bde-chen-gliṅ-pa.|82906203 /SA/r91|Paro, Bhutan :Lama Pema Tashi,1982-&lt;1986 &gt;|Mchog-gyur-gliṅ-pa,Gter-ston,1829-1870.||
tibetan.dlc.xml|007366437-5|Byaṅ gter Phyi sgrub Thugs chen las byaṅ /[Rig-ʾdzin Rgod-kyi-ldem-ʾphru-can gyis bton]|73928601|S.l. :s.n.,[1970]|Rgod-kyi-ldem-ʾphru-can,Gter-ston,1337-1408.||
tibetan.dlc.xml|007366438-3|Dbaṅ-chen Yaṅ-gsaṅ-lha-dguʾi sgo nas Drag-po zor gyi phrin las Rdo rje pha laṁ źes bya ba bźugs so /[Za-hor gyi sṅags smyon Zil-gnon-bźad-pa-rtsal gyis sbyar]|75906106|[Sbag-sa? :s.n.,1969?]|Ṅag-dbaṅ-blo-bzaṅ-rgya-mtsho,Dalai Lama V,1617-1682.||
tibetan.dlc.xml|007366441-3|Bde-mchog lhan-skyes gyi [sic] dmigs rim ñuṅ ṅu źig bźugs so /[Bstan-paʾi-rgyal-tshan-ʾgyur-med-yoṅs-grub paʾi miṅ can gyis bkod pa].|77910685 /SA/r91|[He-mi :Rgod-tshaṅ Sgrub-sde-tshogs-pa,1969]|Kun-gzigs-chos-kyi-snaṅ-ba,ʾBrug-chen VIII,1768-1822.||
tibetan.dlc.xml|007366445-6|Bkaʾ rdzogs pa chen po yaṅ zab Dkon mchog spyi ʾdus rtsa gsum Źi khro sbrags sgrubs kyi las byaṅ bltas chog tu bkod pa padmaʾi dgoṅs rgyan źes bya ba bźugs so.|73906441 /SA|[Sgaṅ-tog :s.n.,1973]|ʾJaʾ-tshon-sñiṅ-po,Gter-ston,1585-1656.||
tibetan.dlc.xml|007366446-4|The collected works of ʼJigs-med-gliṅ-pa Raṅ-byuṅ-rdo-rje Mkhyen-brtseʼi-ʼod-zer, 1730-1798.|85902141 /SA|Gangtok, Sikkim :Published by Pema Thinley for Ven. Dodrupchen Rinpoche,&lt;1985- &gt;|ʼJigs-med-gliṅ-pa Raṅ-byuṅ-rdo-rje,1729 or 1730-1798.||
tibetan.dlc.xml|007366453-7|Bla phur thugs kyi thig le las sṅon ʾgro thar paʾi lam bzaṅ bźugs.|85902181|[Darjeeling :s.n.,1979]|Kloṅ-chen-pa Ye-śes-rdo-rje,Kanjur Rinpoche.||
tibetan.dlc.xml|007366456-1|Mkhas-dbaṅ Dge-ʾdun-chos-ʾphel gyis mdzad paʾi gtam rgyud gser gyi thaṅ ma źes bya ba bźugs so /źu sgrig pa, Blo-bzaṅ-nor-bu Śāstrī.|86903366|Sāranātha, Vārāṇasī :Kendrīya Ucca Tibbatī-Śikshā-Saṃsthāna,1986.|Dge-ʼdun-chos-ʼphel,A-mdo,1903-1951.||
tibetan.dlc.xml|007366458-8|Works on the practice of Mahāyoga, Anuyoga, and Atiyoga, according to the oral transmission of the Sñiṅ thig masters /by Mkhan-po Ṅag-dbaṅ-dpal-bzaṅ, alias Ṅag-dgaʾ (1879-1941).|86900299 //r94|Bylakuppe, Dist. Mysore, Karnataka :Nyingmapa Monastery,1985.|Ṅag-dbaṅ-dpal-bzaṅ,Mkhan-po,1879-1941.||
tibetan.dlc.xml|007366459-6|Dkar chag mthong [i.e. mthoṅ] bas yid ʾphrog chos mdzod bye baʾi lde mig :a bibliography of Sa-skya-pa literature /prepared at the order of H.H. the Sakya Trizin, based on a compilation by the Venerable Khenpo Appey and contributions from other Sakyapa scholars.|88900593|New Delhi :Ngawang Topyal,1987.|||W19608
tibetan.dlc.xml|007366460-X|Padmaʼi gsaṅ sgrub kyi las byaṅ byin rlabs rol mtsho źes bya ba bźugs so.|86902449|[Nepal :s.n.,197-?]|Chos-kyi-dbaṅ-phyug.||
tibetan.dlc.xml|007366461-8|Bla maʾi thugs sgrub bar chad kun sel gyi Tshe dbaṅ ʾchi med srog ster źes bya ba bźugs so.|85903094 //r94|[Solu, Nepal :s.n.,1970]|Mchog-gyur-gliṅ-pa,Gter-ston,1829-1870.||
tibetan.dlc.xml|007366465-0|The revealed teachings of the sku gsum dgoṅs ʼdus /ʼGro-ʼdul-pad-rgyal-gliṅ-pa (b. in 1923).|88901227|New Delhi :Trulku Orgyen Kunga ;Delhi :Available at Konchhog Lhadrepa,1985-&lt;1987&gt;|ʼGro-ʼdul-pad-rgyal-gliṅ-pa,1923-||W23603
tibetan.dlc.xml|007366466-9|Mkhaʼ ʼgro Ye-śes-mtsho-rgyal la brten paʼi bla maʼi rnal ʼbyor bde chen byin rlabs ʼod snaṅ źes bya ba bźugs so /[ʼJigs-med-mkhyen-brtseʼi-ʼod-zer-phrin-las-kuntu-khyab-paʼi-sde].|86902450 //r90|[India :s.n.,197-?]|ʼJigs-med-mkhyen-brtseʼi-ʼod-zer-phrin-las-kuntu-khyab-paʼi-sde.||
tibetan.dlc.xml|007366467-7|Thugs rje chen po ṅan soṅ raṅ grol las phyi sgrub daṅ ʾbrel baʾi phrin las bklags chog tu bkod pa pad dkar rgyas paʾi ʾdrum zer ces bya ba bźugs so.|72903952 //r90|[Nepal :s.n.,1972]|Koṅ-sprul Blo-gros-mthaʾ-yas,1813-1899.||
tibetan.dlc.xml|007366472-3|Rgyun mkhoʾi Bod gnas lag deb :1959-86 /phyogs sgrig byed po Tshe-dbaṅ-phun-tshogs ... [et al.].|89904823|New Delhi :Young Tibet Publication ;Dharamsala, Distt. Kangra, H.P. :Tsewang Phuntso [distributor],c1987.|||
tibetan.dlc.xml|007366475-8|The collected works (gsuṅ ʾbum) of Mkhan-po Karma-rin-chen-dar-rgyas of Lho Karma-dgon in Tibet.|85905030|Bir, Dist. Kangra, H.P. :Lama Pema Tashi,1984-&lt;1986&gt;|Karma-rin-chen-dar-rgyas,Mkhan-po.||W22139
tibetan.dlc.xml|007366476-6|Byaṅ chub sems dpaʼi spyod pa la ʼjug paʼi tshig ʼgrel ʼjam dbyaṅs bla maʼi źal luṅ bdud rtsiʼi thigs pa bźugs so.|74923789|[Nepal :s.n.,1970]|Kun-bzaṅ-dpal-ldan,Mkhan-po.||
tibetan.dlc.xml|007366477-4|Dpal ldan Karma ʾBka-brgyud kyi rjes su ʾbraṅ baʾi dge ʾdun rnams kyi thun moṅ tshogs su źal ʾdon du bya baʾi chos spyod kyi rim pa legs lam rab gsal źes bya ba bźugs so.|72905707|[Rumtek :s.n.,1972]|||
tibetan.dlc.xml|007366478-2|Jo bo Thugs-rje-chen-po yi ge drug paʾi gsol ʾdebs sgrub thabs kyi khrid yig dri med ʾod snaṅ śes bya ba bźugs so.|78915014|[Nepal :s.n.,1970]|Ṅag-dbaṅ-bstan-ʾdzin-nor-bu,Rdza Roṅ-phu Bla-ma,1867-1940.||
tibetan.dlc.xml|007366480-4|Kun bzaṅ smon lam gyi ʾgrel bśad kun bzaṅ dgoṅs don źes bya baʾo.|85903097|[Paro, Bhutan :Lama Ngodrup,1976]|Kun-bzaṅ-ʾjigs-med-phrin-las.||
tibetan.dlc.xml|007366486-3|Bkaʾ rdzogs pa chen po yaṅ zab Dkon mchog spyi ʾdus las drag seṅ gi las byaṅ daṅ chos sruṅ spyiʾi gtor ʾbul bsdus pa nag ʾgros su bkod pa źes bya ba bźugso.|70924068|[Solu :s.n.,1970]|ʾJaʾ-tshon-sñiṅ-po,Gter-ston,1585-1656.||
tibetan.dlc.xml|007366490-1|Gnas yul ḍa kiʾi gtso mo Źin-skyoṅ-dbaṅ-moʾi gsol mchod bźugs.|72904617|[Solu :s.n.,1972]|ʾJam-dbyaṅs-chos-kyi-blo-gros,Mkhyen-brtse,1896-1959.||
tibetan.dlc.xml|007366493-6|Slob dpon Padmas mdzad paʼi Khyuṅ bstod bźugs so.|72906159|[Buxar :s.n.,1969]|||
tibetan.dlc.xml|007366494-4|Phyag chen sṅon ʾgroʾi bsgom rim gsal ʾdebs ṅag ʾdon rgyas spel dṅos gźiʾi rtsa tho daṅ bcas pa zab don rgya mtshoʾi lam tshaṅ bźugs so.|72924074|[Palampur :Phun-gliṅ gsuṅ rab ñams gso rgyun spel las byed,1971]|Ṅag-dbaṅ-kun-dgaʾ-bstan-ʾdzin,Khams-sprul III,1680-1728.||
tibetan.dlc.xml|007366495-2|Zab chos Źi khro dgoṅs pa raṅ grol las Bar doʼi gsol ʼdebs Thos grol chen mo bklag chog tu bkod pa ʼkhrul snaṅ raṅ grol źes bya ba bźugs so.|77902202|[Bhutan :s.n.,1976]|Karma-gliṅ-pa,active 14th century.||
tibetan.dlc.xml|007366519-3|Ri bo Gaṅs can daṅ Mtsho Ma dros pa, chu bo bźi, daṅ bcas pa gtan la dbab pa mkhas paʾi rna rgyan źes bya ba bźugs so.|85904383 //r922|[Dharmsala :Bod-ljoṅs Mṅa-ris Rig-gźun Gces-skyoṅ Khan,1984]|Chos-kyi-grags-pa-ye-śes-dpal-bzaṅ-po,Źwa-dmar IV,1453-1524.||
tibetan.dlc.xml|007366552-5|Sṅa ʼgyur chos ʼbyuṅ ṅo mtshar gtam gyi rol mtsho :a detailed history of the Sṅa ʼgyur Rñiṅ-ma tradition /Gu-ru Bkra-śis Stag-sgaṅ Mkhas-mchog Ṅag-dbaṅ-blo-gros.|93910728|Delhi :Lama Ngodrub,1986.|Ṅag-dbaṅ-blo-gros,Stag-sgaṅ Mkhas-mchog,active 19th century.||
tibetan.dlc.xml|007366553-3|Mdo Khams śo lho khul gyi byuṅ ba mdor bsdus su brjod pa thog maʾi skul byed buṅ baʾi sgra dbyaṅs źes bya ba /Bco-lṅa-nor-bus.|93911646|Dharamsala, H.P. :Bod gźuṅ phyi dril las khuṅs nas snar thaṅ par khaṅ,1993.|Bco-lṅa-nor-bu.||
tibetan.dlc.xml|007366554-1|Mdo-khams Cha-phreṅ gi lo rgyus gser gyi sñe ma /Kar-rgyal-don-drub.|93911048|Dharamsala :Bod kyi dpe mdzod khaṅ,1992.|Kar-rgyal-don-drub,1929-||
tibetan.dlc.xml|007366556-8|Phyag chen ṅes don rgya mtshoʾi bsdus don rtsa tshig khyer bder bkod pa ṅes don sgo ʾbyed /by Bokar Tulku Rinpoche.|94901217|Mirik, Dist. Darjeeling, W.B. :Bokar Ngedon Choekhor Ling Monastery,1993.|Karma Ṅes-don-chos-kyi-blo-gros,ʾBo-dkar Sprul-sku.||W23834
